Time, Date, Ch1, Ch2, NAE
3557201364,2016/9/20 7:29:24,443,16,0
3557203415,2016/9/20 8:3:35,330,79,0
3557209242,2016/9/20 9:40:42,79,585,0
3557209788,2016/9/20 9:49:48,72,372,0
3557210147,2016/9/20 9:55:47,40,555,0
3557210462,2016/9/20 10:1:2,322,14,0
3557214653,2016/9/20 11:10:53,129,3234,0
3557215276,2016/9/20 11:21:16,182,17,0
3557215778,2016/9/20 11:29:38,194,2617,0
3557215779,2016/9/20 11:29:39,51,234,0
3557215800,2016/9/20 11:30:0,59,3300,0
3557216064,2016/9/20 11:34:24,48,3200,0
3557216066,2016/9/20 11:34:26,327,4728,0
3557216407,2016/9/20 11:40:7,34,558,0
3557216472,2016/9/20 11:41:12,112,25,0
3557216474,2016/9/20 11:41:14,101,17,0
3557216527,2016/9/20 11:42:7,17,418,0
3557216736,2016/9/20 11:45:36,126,30,0
3557216739,2016/9/20 11:45:39,174,29,0
3557216752,2016/9/20 11:45:52,21,146,0
3557216753,2016/9/20 11:45:53,33,192,0
3557217458,2016/9/20 11:57:38,23,807,0
3557217461,2016/9/20 11:57:41,111,24,0
3557217462,2016/9/20 11:57:42,115,21,0
3557217463,2016/9/20 11:57:43,116,22,0
3557217464,2016/9/20 11:57:44,155,29,0
3557217465,2016/9/20 11:57:45,105,23,0
3557217466,2016/9/20 11:57:46,132,17,0
3557217470,2016/9/20 11:57:50,142,25,0
3557217472,2016/9/20 11:57:52,132,22,0
3557218033,2016/9/20 12:7:13,16,146,0
3557218803,2016/9/20 12:20:3,43,211,0
3557218848,2016/9/20 12:20:48,16,230,0
3557218849,2016/9/20 12:20:49,20,224,0
3557220731,2016/9/20 12:52:11,18,119,0
3557221845,2016/9/20 13:10:45,64,268,0
3557223228,2016/9/20 13:33:48,121,17,0
3557223620,2016/9/20 13:40:20,16,322,0
3557224447,2016/9/20 13:54:7,17,88,0
3557224762,2016/9/20 13:59:22,24,110,0
3557224788,2016/9/20 13:59:48,136,32,0
3557225788,2016/9/20 14:16:28,153,38,0
3557225789,2016/9/20 14:16:29,323,1481,0
3557227124,2016/9/20 14:38:44,16,108,0
3557229556,2016/9/20 15:19:16,13,95,0
3557231890,2016/9/20 15:58:10,171,26,0
3557233165,2016/9/20 16:19:25,157,25,0
3557234813,2016/9/20 16:46:53,75,477,0
3557234833,2016/9/20 16:47:13,117,28,0
3557234910,2016/9/20 16:48:30,19,223,0
3557234950,2016/9/20 16:49:10,186,46,0
3557235022,2016/9/20 16:50:22,95,410,0
3557235804,2016/9/20 17:3:24,153,19,0
3557235825,2016/9/20 17:3:45,135,28,0
3557235830,2016/9/20 17:3:50,114,26,0
3557240035,2016/9/20 18:13:55,16,102,0
