Time, Date, Ch1, Ch2, NAE
3556555559,2016/9/12 20:5:59,211,25,0
3556555568,2016/9/12 20:6:8,17,533,0
3556555574,2016/9/12 20:6:14,15,928,0
3556555584,2016/9/12 20:6:24,16,1358,0
3556555586,2016/9/12 20:6:26,319,16,0
3556555587,2016/9/12 20:6:27,175,16,0
3556555620,2016/9/12 20:7:0,16,1559,0
3556555622,2016/9/12 20:7:2,16,585,0
3556555636,2016/9/12 20:7:16,648,16,0
3556555661,2016/9/12 20:7:41,15,641,0
3556555666,2016/9/12 20:7:46,15,717,0
3556555680,2016/9/12 20:8:0,16,691,0
3556555701,2016/9/12 20:8:21,15,339,0
3556555711,2016/9/12 20:8:31,16,606,0
3556555730,2016/9/12 20:8:50,16,1176,0
3556555741,2016/9/12 20:9:1,14,174,0
3556555756,2016/9/12 20:9:16,15,309,0
3556555777,2016/9/12 20:9:37,982,17,0
3556555781,2016/9/12 20:9:41,17,465,0
3556555785,2016/9/12 20:9:45,16,690,0
3556555822,2016/9/12 20:10:22,17,2093,0
3556555830,2016/9/12 20:10:30,17,423,0
3556555868,2016/9/12 20:11:8,15,224,0
3556555875,2016/9/12 20:11:15,18,446,0
3556555880,2016/9/12 20:11:20,16,568,0
3556555921,2016/9/12 20:12:1,16,1511,0
3556555934,2016/9/12 20:12:14,1244,17,0
3556555941,2016/9/12 20:12:21,16,793,0
3556555947,2016/9/12 20:12:27,2989,17,0
3556555973,2016/9/12 20:12:53,15,1724,0
3556556021,2016/9/12 20:13:41,15,1092,0
3556556042,2016/9/12 20:14:2,17,314,0
3556556067,2016/9/12 20:14:27,588,15,0
3556556086,2016/9/12 20:14:46,242,19,0
3556556099,2016/9/12 20:14:59,17,1333,0
3556556121,2016/9/12 20:15:21,196,15,0
3556556148,2016/9/12 20:15:48,593,16,0
3556556152,2016/9/12 20:15:52,16,1626,0
3556556180,2016/9/12 20:16:20,15,197,0
3556556202,2016/9/12 20:16:42,16,1496,0
3556556240,2016/9/12 20:17:20,16,1055,0
3556556255,2016/9/12 20:17:35,328,16,0
3556556291,2016/9/12 20:18:11,15,2099,0
3556556329,2016/9/12 20:18:49,15,1529,0
3556556351,2016/9/12 20:19:11,17,434,0
3556556371,2016/9/12 20:19:31,14,193,0
3556556380,2016/9/12 20:19:40,16,991,0
3556556398,2016/9/12 20:19:58,500,16,0
3556556404,2016/9/12 20:20:4,17,520,0
