Time, Date, Ch1, Ch2, NAE
3556829201,2016/9/16 0:6:41,385,16,0
3556829350,2016/9/16 0:9:10,1011,17,0
3556829810,2016/9/16 0:16:50,666,15,0
3556829936,2016/9/16 0:18:56,1746,14,0
3556830242,2016/9/16 0:24:2,290,16,0
3556830642,2016/9/16 0:30:42,589,14,0
3556830668,2016/9/16 0:31:8,16,1562,0
3556830954,2016/9/16 0:35:54,17,1101,0
3556831151,2016/9/16 0:39:11,2797,15,0
3556831188,2016/9/16 0:39:48,16,5043,0
3556831833,2016/9/16 0:50:33,2369,16,0
3556831867,2016/9/16 0:51:7,353,18,0
3556831979,2016/9/16 0:52:59,1086,17,0
3556832238,2016/9/16 0:57:18,671,14,0
3556833236,2016/9/16 1:13:56,432,14,0
3556833792,2016/9/16 1:23:12,16,1915,0
3556833820,2016/9/16 1:23:40,747,16,0
3556834101,2016/9/16 1:28:21,819,14,0
3556834186,2016/9/16 1:29:46,180,16,0
3556835131,2016/9/16 1:45:31,1111,15,0
3556835192,2016/9/16 1:46:32,15,2235,0
3556835210,2016/9/16 1:46:50,18,321,0
3556835378,2016/9/16 1:49:38,679,13,0
3556835707,2016/9/16 1:55:7,1425,16,0
3556835896,2016/9/16 1:58:16,658,17,0
3556837081,2016/9/16 2:18:1,929,17,0
3556837516,2016/9/16 2:25:16,16,220,0
3556838283,2016/9/16 2:38:3,15,5781,0
3556838821,2016/9/16 2:47:1,16,288,0
3556838938,2016/9/16 2:48:58,2042,15,0
3556839284,2016/9/16 2:54:44,15,173,0
3556839312,2016/9/16 2:55:12,439,16,0
3556839746,2016/9/16 3:2:26,982,16,0
3556840557,2016/9/16 3:15:57,16,209,0
3556840932,2016/9/16 3:22:12,16,2007,0
3556841189,2016/9/16 3:26:29,376,15,0
3556841535,2016/9/16 3:32:15,17,276,0
3556841562,2016/9/16 3:32:42,317,16,0
3556841588,2016/9/16 3:33:8,2633,15,0
3556843888,2016/9/16 4:11:28,211,15,0
3556844551,2016/9/16 4:22:31,2024,16,0
3556845003,2016/9/16 4:30:3,15,1699,0
3556845875,2016/9/16 4:44:35,405,16,0
3556845911,2016/9/16 4:45:11,265,17,0
3556846005,2016/9/16 4:46:45,14,283,0
3556847593,2016/9/16 5:13:13,297,15,0
3556847838,2016/9/16 5:17:18,277,18,0
3556847927,2016/9/16 5:18:47,2346,16,0
3556848599,2016/9/16 5:29:59,930,14,0
3556848820,2016/9/16 5:33:40,707,15,0
3556849810,2016/9/16 5:50:10,502,16,0
3556850276,2016/9/16 5:57:56,15,254,0
3556850636,2016/9/16 6:3:56,20,633,0
3556850688,2016/9/16 6:4:48,2170,14,0
3556851059,2016/9/16 6:10:59,18,1757,0
3556851193,2016/9/16 6:13:13,528,17,0
3556851384,2016/9/16 6:16:24,820,18,0
3556852074,2016/9/16 6:27:54,228,15,0
3556852128,2016/9/16 6:28:48,15,1551,0
3556852137,2016/9/16 6:28:57,865,17,0
3556852244,2016/9/16 6:30:44,14,4147,0
3556854088,2016/9/16 7:1:28,15,1832,0
3556855142,2016/9/16 7:19:2,316,15,0
3556856855,2016/9/16 7:47:35,467,17,0
3556858850,2016/9/16 8:20:50,440,15,0
3556858940,2016/9/16 8:22:20,18,557,0
3556859401,2016/9/16 8:30:1,282,17,0
3556859537,2016/9/16 8:32:17,15,3513,0
3556859781,2016/9/16 8:36:21,16,383,0
3556861098,2016/9/16 8:58:18,20,727,0
3556861160,2016/9/16 8:59:20,400,15,0
3556862623,2016/9/16 9:23:43,16,1604,0
3556862993,2016/9/16 9:29:53,404,18,0
3556863077,2016/9/16 9:31:17,1069,14,0
3556863483,2016/9/16 9:38:3,295,13,0
3556863930,2016/9/16 9:45:30,18,313,0
3556864365,2016/9/16 9:52:45,1542,15,0
3556864444,2016/9/16 9:54:4,675,16,0
3556865434,2016/9/16 10:10:34,17,4704,0
3556865618,2016/9/16 10:13:38,514,16,0
3556866431,2016/9/16 10:27:11,1577,15,0
3556866681,2016/9/16 10:31:21,15,2229,0
3556867397,2016/9/16 10:43:17,254,16,0
3556867542,2016/9/16 10:45:42,3016,15,0
3556867849,2016/9/16 10:50:49,15,548,0
3556868080,2016/9/16 10:54:40,2836,16,0
3556868495,2016/9/16 11:1:35,183,14,0
3556868530,2016/9/16 11:2:10,14,4491,0
3556868584,2016/9/16 11:3:4,15,708,0
3556868719,2016/9/16 11:5:19,301,16,0
3556868947,2016/9/16 11:9:7,17,1469,0
3556869478,2016/9/16 11:17:58,491,15,0
3556869656,2016/9/16 11:20:56,854,14,0
3556870042,2016/9/16 11:27:22,1354,16,0
3556870969,2016/9/16 11:42:49,17,274,0
3556871035,2016/9/16 11:43:55,16,225,0
3556873829,2016/9/16 12:30:29,16,297,0
3556874803,2016/9/16 12:46:43,543,15,0
3556875271,2016/9/16 12:54:31,15,4045,0
3556875647,2016/9/16 13:0:47,15,441,0
3556875980,2016/9/16 13:6:20,17,195,0
