Time, Date, Ch1, Ch2, NAE
3558125809,2016/10/1 0:16:49,15,60,0
3558129312,2016/10/1 1:15:12,15,70,0
3558139808,2016/10/1 4:10:8,14,45,0
3558145598,2016/10/1 5:46:38,14,64,0
3558145750,2016/10/1 5:49:10,298,17,0
3558145944,2016/10/1 5:52:24,163,16,0
3558147727,2016/10/1 6:22:7,701,18,0
3558148747,2016/10/1 6:39:7,16,46,0
3558154544,2016/10/1 8:15:44,16,527,0
3558154678,2016/10/1 8:17:58,39,14,0
3558157253,2016/10/1 9:0:53,15,230,0
3558163868,2016/10/1 10:51:8,32,15,0
3558166110,2016/10/1 11:28:30,52,17,0
3558166182,2016/10/1 11:29:42,55,14,0
3558167876,2016/10/1 11:57:56,68,15,0
3558170118,2016/10/1 12:35:18,51,16,0
3558178081,2016/10/1 14:48:1,16,503,0
3558178103,2016/10/1 14:48:23,17,100,0
3558178104,2016/10/1 14:48:24,17,35,0
3558179467,2016/10/1 15:11:7,2975,17,0
