Time, Date, Ch1, Ch2, NAE
3558587739,2016/10/6 8:35:39,17,128,0
3558587773,2016/10/6 8:36:13,25,121,0
3558587776,2016/10/6 8:36:16,14,128,0
3558588137,2016/10/6 8:42:17,15,123,0
3558589664,2016/10/6 9:7:44,18,81,0
3558589836,2016/10/6 9:10:36,17,62,0
3558590603,2016/10/6 9:23:23,145,16,0
3558590642,2016/10/6 9:24:2,101,16,0
3558591087,2016/10/6 9:31:27,65,17,0
3558591386,2016/10/6 9:36:26,15,50,0
3558592260,2016/10/6 9:51:0,46,23,0
3558592261,2016/10/6 9:51:1,59,23,0
3558592262,2016/10/6 9:51:2,62,25,0
3558592265,2016/10/6 9:51:5,44,17,0
3558592269,2016/10/6 9:51:9,42,18,0
3558592343,2016/10/6 9:52:23,15,62,1
