Time, Date, Ch1, Ch2, NAE
3557714490,2016/9/26 6:1:30,19,842,0
3557719903,2016/9/26 7:31:43,57,24,0
3557719910,2016/9/26 7:31:50,49,24,0
3557720723,2016/9/26 7:45:23,111,23,0
3557721511,2016/9/26 7:58:31,405,19,0
3557722346,2016/9/26 8:12:26,72,17,0
3557724054,2016/9/26 8:40:54,41,20,0
3557724316,2016/9/26 8:45:16,45,20,0
3557724346,2016/9/26 8:45:46,37,17,0
3557725600,2016/9/26 9:6:40,72,25,0
3557725605,2016/9/26 9:6:45,56,24,0
3557725607,2016/9/26 9:6:47,53,19,0
3557725608,2016/9/26 9:6:48,51,18,0
3557725609,2016/9/26 9:6:49,57,21,0
3557725733,2016/9/26 9:8:53,52,16,0
3557726351,2016/9/26 9:19:11,49,19,0
3557727955,2016/9/26 9:45:55,559,18,0
3557728288,2016/9/26 9:51:28,21,43,0
3557728862,2016/9/26 10:1:2,16,2355,0
3557730550,2016/9/26 10:29:10,19,45,0
3557730990,2016/9/26 10:36:30,44,19,0
3557734432,2016/9/26 11:33:52,16,50,0
3557734670,2016/9/26 11:37:50,106,18,0
3557735374,2016/9/26 11:49:34,61,20,0
3557735503,2016/9/26 11:51:43,17,53,0
3557735949,2016/9/26 11:59:9,78,18,0
