Time, Date, Ch1, Ch2, NAE
3557174497,2016/9/20 0:1:37,17,529,0
3557183243,2016/9/20 2:27:23,879,16,0
3557184812,2016/9/20 2:53:32,15,958,0
3557187464,2016/9/20 3:37:44,16,362,0
3557194000,2016/9/20 5:26:40,16,3408,0
3557195024,2016/9/20 5:43:44,17,375,0
3557200084,2016/9/20 7:8:4,45,574,0
3557200091,2016/9/20 7:8:11,86,465,0
3557200093,2016/9/20 7:8:13,37,323,0
3557200095,2016/9/20 7:8:15,47,270,0
3557200096,2016/9/20 7:8:16,97,925,0
3557201332,2016/9/20 7:28:52,45,438,0
3557203415,2016/9/20 8:3:35,69,618,0
3557208987,2016/9/20 9:36:27,1217,20,0
3557209242,2016/9/20 9:40:42,53,404,0
3557209364,2016/9/20 9:42:44,724,17,0
3557209789,2016/9/20 9:49:49,96,249,0
3557211500,2016/9/20 10:18:20,626,20,0
3557211505,2016/9/20 10:18:25,7358,76,0
3557215266,2016/9/20 11:21:6,70,872,0
3557215997,2016/9/20 11:33:17,23,229,0
3557216476,2016/9/20 11:41:16,19,217,0
3557216647,2016/9/20 11:44:7,24,317,0
3557216740,2016/9/20 11:45:40,25,232,0
3557217483,2016/9/20 11:58:3,45,478,0
3557217490,2016/9/20 11:58:10,83,1458,0
3557218036,2016/9/20 12:7:16,30,358,0
3557218043,2016/9/20 12:7:23,26,254,0
3557220539,2016/9/20 12:48:59,796,15,0
3557223813,2016/9/20 13:43:33,19,215,0
3557224763,2016/9/20 13:59:23,85,244,0
3557224784,2016/9/20 13:59:44,32,254,0
3557224885,2016/9/20 14:1:25,20,200,0
3557226895,2016/9/20 14:34:55,31,510,0
3557227124,2016/9/20 14:38:44,78,600,0
3557231705,2016/9/20 15:55:5,31,250,0
3557231712,2016/9/20 15:55:12,69,313,0
3557231793,2016/9/20 15:56:33,28,222,0
3557231798,2016/9/20 15:56:38,23,217,0
3557232499,2016/9/20 16:8:19,62,420,0
3557234828,2016/9/20 16:47:8,22,213,0
3557234944,2016/9/20 16:49:4,28,391,0
3557234950,2016/9/20 16:49:10,30,372,0
3557235022,2016/9/20 16:50:22,313,97,0
3557235507,2016/9/20 16:58:27,15,274,0
3557235806,2016/9/20 17:3:26,24,273,0
3557235808,2016/9/20 17:3:28,20,332,0
3557235814,2016/9/20 17:3:34,15,220,0
3557235823,2016/9/20 17:3:43,29,281,0
3557238684,2016/9/20 17:51:24,17,715,0
3557239856,2016/9/20 18:10:56,17,205,0
3557244722,2016/9/20 19:32:2,14,607,0
3557246789,2016/9/20 20:6:29,318,17,0
3557253813,2016/9/20 22:3:33,15,425,0
