Time, Date, Ch1, Ch2, NAE
3556915631,2016/9/17 0:7:11,14,411,0
3556915962,2016/9/17 0:12:42,17,172,0
3556916297,2016/9/17 0:18:17,15,2404,0
3556916374,2016/9/17 0:19:34,15,2457,0
3556916506,2016/9/17 0:21:46,17,576,0
3556917165,2016/9/17 0:32:45,16,348,0
3556917383,2016/9/17 0:36:23,16,1280,0
3556917602,2016/9/17 0:40:2,16,744,0
3556917945,2016/9/17 0:45:45,16,4067,0
3556918993,2016/9/17 1:3:13,18,1790,0
3556919584,2016/9/17 1:13:4,16,494,0
3556919785,2016/9/17 1:16:25,15,316,0
3556919985,2016/9/17 1:19:45,15,1344,0
3556920043,2016/9/17 1:20:43,15,730,0
3556920428,2016/9/17 1:27:8,16,260,0
3556920578,2016/9/17 1:29:38,16,1136,0
3556921657,2016/9/17 1:47:37,15,4503,0
3556921987,2016/9/17 1:53:7,16,1306,0
3556922281,2016/9/17 1:58:1,17,487,0
3556922474,2016/9/17 2:1:14,157,17,0
3556923232,2016/9/17 2:13:52,15,418,0
3556923244,2016/9/17 2:14:4,14,208,0
3556923433,2016/9/17 2:17:13,18,677,0
3556923910,2016/9/17 2:25:10,2186,19,0
3556924043,2016/9/17 2:27:23,14,436,0
3556924146,2016/9/17 2:29:6,14,536,0
3556924741,2016/9/17 2:39:1,17,3088,0
3556924840,2016/9/17 2:40:40,15,1380,0
3556925228,2016/9/17 2:47:8,17,319,0
3556925489,2016/9/17 2:51:29,18,513,0
3556926120,2016/9/17 3:2:0,16,1813,0
3556926128,2016/9/17 3:2:8,16,1261,0
3556926145,2016/9/17 3:2:25,15,825,0
3556926663,2016/9/17 3:11:3,19,610,0
3556928231,2016/9/17 3:37:11,15,1326,0
3556928386,2016/9/17 3:39:46,17,543,0
3556928821,2016/9/17 3:47:1,17,6349,0
3556928867,2016/9/17 3:47:47,17,1247,0
3556929821,2016/9/17 4:3:41,17,260,0
3556929889,2016/9/17 4:4:49,16,561,0
3556929942,2016/9/17 4:5:42,15,243,0
3556930735,2016/9/17 4:18:55,13,1229,0
3556930871,2016/9/17 4:21:11,16,239,0
3556931061,2016/9/17 4:24:21,18,353,0
3556931486,2016/9/17 4:31:26,14,1555,0
3556931593,2016/9/17 4:33:13,16,238,0
3556932177,2016/9/17 4:42:57,16,360,0
3556933081,2016/9/17 4:58:1,16,2039,0
3556933405,2016/9/17 5:3:25,17,1508,0
3556934101,2016/9/17 5:15:1,16,1316,0
3556935268,2016/9/17 5:34:28,16,284,0
3556936030,2016/9/17 5:47:10,17,5186,0
3556936358,2016/9/17 5:52:38,14,153,0
3556936513,2016/9/17 5:55:13,16,240,0
3556937435,2016/9/17 6:10:35,15,403,0
3556937779,2016/9/17 6:16:19,17,719,0
3556937990,2016/9/17 6:19:50,17,822,0
3556938518,2016/9/17 6:28:38,16,1436,0
3556939213,2016/9/17 6:40:13,15,285,0
3556939360,2016/9/17 6:42:40,785,19,0
3556939917,2016/9/17 6:51:57,18,491,0
3556940038,2016/9/17 6:53:58,16,2090,0
3556940418,2016/9/17 7:0:18,239,20,0
