Time, Date, Ch1, Ch2, NAE
3558583075,2016/10/6 7:17:55,76,17,0
3558583080,2016/10/6 7:18:0,85,19,0
3558583081,2016/10/6 7:18:1,75,15,0
3558583082,2016/10/6 7:18:2,45,14,0
3558583083,2016/10/6 7:18:3,68,16,0
3558583084,2016/10/6 7:18:4,43,17,0
3558583085,2016/10/6 7:18:5,76,14,0
3558583086,2016/10/6 7:18:6,84,15,0
3558583087,2016/10/6 7:18:7,72,19,0
3558583088,2016/10/6 7:18:8,80,15,0
3558583089,2016/10/6 7:18:9,77,16,0
3558583090,2016/10/6 7:18:10,70,13,0
3558583091,2016/10/6 7:18:11,86,17,0
3558583092,2016/10/6 7:18:12,87,16,0
3558583093,2016/10/6 7:18:13,81,13,0
3558583094,2016/10/6 7:18:14,70,13,0
3558583095,2016/10/6 7:18:15,71,14,0
3558583096,2016/10/6 7:18:16,73,14,0
3558583097,2016/10/6 7:18:17,69,15,0
3558583098,2016/10/6 7:18:18,77,18,0
3558583099,2016/10/6 7:18:19,70,16,0
3558583100,2016/10/6 7:18:20,72,15,0
3558583101,2016/10/6 7:18:21,73,16,0
3558583102,2016/10/6 7:18:22,81,16,0
3558583103,2016/10/6 7:18:23,78,16,0
3558583104,2016/10/6 7:18:24,89,19,0
3558583105,2016/10/6 7:18:25,78,16,0
3558583106,2016/10/6 7:18:26,74,17,0
3558583107,2016/10/6 7:18:27,81,16,0
3558583108,2016/10/6 7:18:28,75,14,0
3558583109,2016/10/6 7:18:29,69,18,0
3558583110,2016/10/6 7:18:30,73,16,0
3558583111,2016/10/6 7:18:31,77,16,0
3558583112,2016/10/6 7:18:32,72,15,0
3558583113,2016/10/6 7:18:33,78,15,0
3558583114,2016/10/6 7:18:34,70,14,0
3558583115,2016/10/6 7:18:35,66,15,0
3558583116,2016/10/6 7:18:36,78,16,0
3558583117,2016/10/6 7:18:37,72,15,0
3558583118,2016/10/6 7:18:38,75,16,0
3558583119,2016/10/6 7:18:39,75,17,0
3558583120,2016/10/6 7:18:40,71,15,0
3558583121,2016/10/6 7:18:41,76,15,0
3558583122,2016/10/6 7:18:42,74,14,0
3558583123,2016/10/6 7:18:43,76,15,0
3558583124,2016/10/6 7:18:44,86,16,0
3558583126,2016/10/6 7:18:46,80,20,0
3558583127,2016/10/6 7:18:47,71,15,0
3558583128,2016/10/6 7:18:48,75,14,0
3558583129,2016/10/6 7:18:49,73,14,0
3558583130,2016/10/6 7:18:50,69,15,0
3558583131,2016/10/6 7:18:51,70,15,0
3558583132,2016/10/6 7:18:52,76,15,0
3558583133,2016/10/6 7:18:53,75,15,0
3558583134,2016/10/6 7:18:54,82,16,0
3558583135,2016/10/6 7:18:55,85,17,0
3558583136,2016/10/6 7:18:56,68,18,0
3558583137,2016/10/6 7:18:57,72,13,0
3558583138,2016/10/6 7:18:58,78,16,0
3558583139,2016/10/6 7:18:59,85,16,0
3558583140,2016/10/6 7:19:0,87,14,0
3558583141,2016/10/6 7:19:1,82,15,0
3558583142,2016/10/6 7:19:2,79,17,0
3558583143,2016/10/6 7:19:3,73,13,0
3558583144,2016/10/6 7:19:4,78,16,0
3558583145,2016/10/6 7:19:5,70,17,0
3558583146,2016/10/6 7:19:6,73,14,0
3558583147,2016/10/6 7:19:7,73,16,0
3558583148,2016/10/6 7:19:8,72,14,0
3558583149,2016/10/6 7:19:9,89,14,0
3558583150,2016/10/6 7:19:10,73,17,0
3558583151,2016/10/6 7:19:11,83,14,0
3558583152,2016/10/6 7:19:12,69,15,0
3558583153,2016/10/6 7:19:13,72,15,0
3558583154,2016/10/6 7:19:14,86,15,0
3558583155,2016/10/6 7:19:15,77,16,0
3558583156,2016/10/6 7:19:16,77,17,0
3558583157,2016/10/6 7:19:17,88,16,0
3558583158,2016/10/6 7:19:18,70,15,0
3558583159,2016/10/6 7:19:19,76,17,0
3558583160,2016/10/6 7:19:20,76,14,0
3558583161,2016/10/6 7:19:21,86,16,0
3558583162,2016/10/6 7:19:22,83,14,0
3558583163,2016/10/6 7:19:23,69,16,0
3558583164,2016/10/6 7:19:24,84,15,0
3558583165,2016/10/6 7:19:25,67,17,0
3558583166,2016/10/6 7:19:26,85,16,0
3558583167,2016/10/6 7:19:27,73,15,0
3558583168,2016/10/6 7:19:28,73,17,0
3558583169,2016/10/6 7:19:29,75,16,0
3558583170,2016/10/6 7:19:30,78,15,0
3558583171,2016/10/6 7:19:31,86,14,0
3558583172,2016/10/6 7:19:32,81,17,0
3558583173,2016/10/6 7:19:33,75,14,0
3558583175,2016/10/6 7:19:35,72,16,0
3558583176,2016/10/6 7:19:36,73,16,0
3558583177,2016/10/6 7:19:37,75,14,0
3558583178,2016/10/6 7:19:38,84,18,0
3558583179,2016/10/6 7:19:39,72,16,0
3558583180,2016/10/6 7:19:40,79,14,0
3558583181,2016/10/6 7:19:41,78,15,0
3558583182,2016/10/6 7:19:42,82,15,0
3558583183,2016/10/6 7:19:43,85,16,0
3558583184,2016/10/6 7:19:44,63,16,0
3558583185,2016/10/6 7:19:45,75,14,0
3558583186,2016/10/6 7:19:46,68,17,0
3558583187,2016/10/6 7:19:47,77,17,0
3558583188,2016/10/6 7:19:48,84,15,0
3558583189,2016/10/6 7:19:49,67,15,0
3558583190,2016/10/6 7:19:50,73,20,0
3558583191,2016/10/6 7:19:51,87,15,0
3558583192,2016/10/6 7:19:52,72,13,0
3558583193,2016/10/6 7:19:53,73,15,0
3558583194,2016/10/6 7:19:54,70,18,0
3558583195,2016/10/6 7:19:55,81,15,0
3558583196,2016/10/6 7:19:56,77,15,0
3558583197,2016/10/6 7:19:57,79,15,0
3558583198,2016/10/6 7:19:58,71,15,0
3558583199,2016/10/6 7:19:59,77,16,0
3558583200,2016/10/6 7:20:0,75,16,0
3558583201,2016/10/6 7:20:1,86,16,0
3558583202,2016/10/6 7:20:2,78,16,0
3558583203,2016/10/6 7:20:3,83,16,0
3558583204,2016/10/6 7:20:4,80,13,0
3558583205,2016/10/6 7:20:5,75,15,0
3558583206,2016/10/6 7:20:6,74,16,0
3558583207,2016/10/6 7:20:7,75,16,0
3558583208,2016/10/6 7:20:8,78,13,0
3558583209,2016/10/6 7:20:9,79,15,0
3558583210,2016/10/6 7:20:10,67,15,0
3558583211,2016/10/6 7:20:11,77,18,0
3558583212,2016/10/6 7:20:12,73,16,0
3558583213,2016/10/6 7:20:13,70,15,0
3558583214,2016/10/6 7:20:14,73,16,0
3558583215,2016/10/6 7:20:15,76,15,0
3558583216,2016/10/6 7:20:16,85,16,0
3558583217,2016/10/6 7:20:17,74,14,0
3558583218,2016/10/6 7:20:18,74,18,0
3558583219,2016/10/6 7:20:19,80,16,0
3558583220,2016/10/6 7:20:20,72,19,0
3558583221,2016/10/6 7:20:21,75,16,0
3558583222,2016/10/6 7:20:22,70,13,0
3558583223,2016/10/6 7:20:23,37,17,0
3558583225,2016/10/6 7:20:25,81,16,0
3558583226,2016/10/6 7:20:26,79,18,0
3558583227,2016/10/6 7:20:27,79,15,0
3558583228,2016/10/6 7:20:28,77,18,0
3558583229,2016/10/6 7:20:29,75,15,0
3558583230,2016/10/6 7:20:30,65,13,0
3558583231,2016/10/6 7:20:31,72,15,0
3558583232,2016/10/6 7:20:32,74,14,0
3558583233,2016/10/6 7:20:33,84,16,0
3558583234,2016/10/6 7:20:34,80,15,0
3558583235,2016/10/6 7:20:35,79,15,0
3558583236,2016/10/6 7:20:36,83,12,0
3558583237,2016/10/6 7:20:37,79,16,0
3558583238,2016/10/6 7:20:38,70,15,0
3558583239,2016/10/6 7:20:39,74,17,0
3558583240,2016/10/6 7:20:40,72,17,0
3558583241,2016/10/6 7:20:41,72,15,0
3558583242,2016/10/6 7:20:42,71,14,0
3558583243,2016/10/6 7:20:43,73,14,0
3558583244,2016/10/6 7:20:44,76,18,0
3558583245,2016/10/6 7:20:45,83,15,0
3558583246,2016/10/6 7:20:46,66,15,0
3558583247,2016/10/6 7:20:47,52,14,0
3558583248,2016/10/6 7:20:48,74,14,0
3558583249,2016/10/6 7:20:49,79,15,0
3558583250,2016/10/6 7:20:50,77,15,0
3558583251,2016/10/6 7:20:51,77,18,0
3558583252,2016/10/6 7:20:52,77,14,0
3558583253,2016/10/6 7:20:53,76,15,0
3558583254,2016/10/6 7:20:54,87,18,0
3558583255,2016/10/6 7:20:55,80,15,0
3558583256,2016/10/6 7:20:56,76,16,0
3558583257,2016/10/6 7:20:57,74,21,0
3558583258,2016/10/6 7:20:58,84,14,0
3558583259,2016/10/6 7:20:59,81,15,0
3558583260,2016/10/6 7:21:0,92,15,0
3558583261,2016/10/6 7:21:1,73,15,0
3558583262,2016/10/6 7:21:2,75,20,0
