Time, Date, Ch1, Ch2, NAE
3556743162,2016/9/15 0:12:42,15,189,0
3556746444,2016/9/15 1:7:24,15,327,0
3556749697,2016/9/15 2:1:37,16,218,0
3556751874,2016/9/15 2:37:54,18,316,0
3556753946,2016/9/15 3:12:26,16,395,0
3556756965,2016/9/15 4:2:45,15,1128,0
3556765451,2016/9/15 6:24:11,14,1086,0
3556768162,2016/9/15 7:9:22,15,177,0
3556772368,2016/9/15 8:19:28,14,176,0
3556773633,2016/9/15 8:40:33,13,1014,0
3556775023,2016/9/15 9:3:43,13,263,0
3556776389,2016/9/15 9:26:29,15,4293,0
3556781518,2016/9/15 10:51:58,13,1806,0
3556782826,2016/9/15 11:13:46,15,1046,0
3556783268,2016/9/15 11:21:8,15,895,0
3556787844,2016/9/15 12:37:24,15,345,0
3556800478,2016/9/15 16:7:58,15,213,0
3556800611,2016/9/15 16:10:11,294,15,0
3556800612,2016/9/15 16:10:12,570,17,0
3556800613,2016/9/15 16:10:13,992,16,0
3556800620,2016/9/15 16:10:20,68,473,0
3556800701,2016/9/15 16:11:41,15,307,0
3556800779,2016/9/15 16:12:59,236,52,0
3556800780,2016/9/15 16:13:0,394,61,0
3556800781,2016/9/15 16:13:1,354,67,0
3556800817,2016/9/15 16:13:37,17,230,0
3556801162,2016/9/15 16:19:22,14,1391,0
3556801271,2016/9/15 16:21:11,15,249,0
3556801347,2016/9/15 16:22:27,16,1735,0
3556801382,2016/9/15 16:23:2,368,24,0
3556801384,2016/9/15 16:23:4,186,25,0
3556801437,2016/9/15 16:23:57,16,318,0
3556801715,2016/9/15 16:28:35,39,447,0
3556801722,2016/9/15 16:28:42,88,426,0
3556801723,2016/9/15 16:28:43,66,587,0
3556801732,2016/9/15 16:28:52,16,333,0
3556801998,2016/9/15 16:33:18,15,843,0
3556802313,2016/9/15 16:38:33,16,1041,0
3556802455,2016/9/15 16:40:55,15,606,0
3556802544,2016/9/15 16:42:24,16,458,0
3556802953,2016/9/15 16:49:13,16,301,0
3556803057,2016/9/15 16:50:57,15,461,0
3556803085,2016/9/15 16:51:25,17,565,0
3556803217,2016/9/15 16:53:37,33,732,0
3556803218,2016/9/15 16:53:38,20,5436,0
3556803219,2016/9/15 16:53:39,20,1777,0
3556803220,2016/9/15 16:53:40,25,621,0
3556803221,2016/9/15 16:53:41,24,662,0
3556803222,2016/9/15 16:53:42,23,511,0
3556803233,2016/9/15 16:53:53,23,256,0
3556803237,2016/9/15 16:53:57,29,444,0
3556803238,2016/9/15 16:53:58,67,1400,0
3556803242,2016/9/15 16:54:2,31,3534,0
3556803244,2016/9/15 16:54:4,60,1288,0
3556803251,2016/9/15 16:54:11,15,169,0
3556803256,2016/9/15 16:54:16,1661,18,0
3556803257,2016/9/15 16:54:17,2175,26,0
3556803258,2016/9/15 16:54:18,669,15,0
3556803260,2016/9/15 16:54:20,29,396,0
3556803265,2016/9/15 16:54:25,496,18,0
3556803266,2016/9/15 16:54:26,407,15,0
3556803267,2016/9/15 16:54:27,315,33,0
3556803269,2016/9/15 16:54:29,3464,15,0
3556803270,2016/9/15 16:54:30,335,15,0
3556803271,2016/9/15 16:54:31,4606,17,0
3556803272,2016/9/15 16:54:32,5540,18,0
3556803273,2016/9/15 16:54:33,8109,19,0
3556803274,2016/9/15 16:54:34,5880,43,0
3556803275,2016/9/15 16:54:35,7757,34,0
3556803277,2016/9/15 16:54:37,365,18,0
3556803278,2016/9/15 16:54:38,16,1034,0
3556803280,2016/9/15 16:54:40,275,19,0
3556803282,2016/9/15 16:54:42,714,18,0
3556803283,2016/9/15 16:54:43,207,16,0
3556803287,2016/9/15 16:54:47,720,19,0
3556803288,2016/9/15 16:54:48,333,43,0
3556803289,2016/9/15 16:54:49,349,15,0
3556803290,2016/9/15 16:54:50,226,14,0
3556803291,2016/9/15 16:54:51,482,17,0
3556803293,2016/9/15 16:54:53,1039,37,0
3556803294,2016/9/15 16:54:54,18,404,0
3556803295,2016/9/15 16:54:55,348,22,0
3556803296,2016/9/15 16:54:56,1239,22,0
3556803300,2016/9/15 16:55:0,336,19,0
3556803301,2016/9/15 16:55:1,341,15,0
3556803303,2016/9/15 16:55:3,1125,19,0
3556803312,2016/9/15 16:55:12,96,556,0
3556803318,2016/9/15 16:55:18,74,459,0
3556803322,2016/9/15 16:55:22,24,237,0
3556803325,2016/9/15 16:55:25,41,365,0
3556803326,2016/9/15 16:55:26,39,417,0
3556803328,2016/9/15 16:55:28,89,533,0
3556803330,2016/9/15 16:55:30,68,349,0
3556803331,2016/9/15 16:55:31,84,418,0
3556803335,2016/9/15 16:55:35,78,414,0
