Time, Date, Ch1, Ch2, NAE
3557780198,2016/9/27 0:16:38,48,18,0
3557786023,2016/9/27 1:53:43,108,20,0
3557790493,2016/9/27 3:8:13,149,18,0
3557794741,2016/9/27 4:19:1,129,17,0
3557795965,2016/9/27 4:39:25,100,21,0
3557808148,2016/9/27 8:2:28,57,18,0
3557808316,2016/9/27 8:5:16,42,19,0
3557811199,2016/9/27 8:53:19,109,18,0
3557812516,2016/9/27 9:15:16,131,18,0
3557819060,2016/9/27 11:4:20,1469,19,0
3557819956,2016/9/27 11:19:16,15,40,0
3557820734,2016/9/27 11:32:14,1098,20,0
3557820992,2016/9/27 11:36:32,47,19,0
3557821791,2016/9/27 11:49:51,74,21,0
3557822613,2016/9/27 12:3:33,150,17,0
3557823669,2016/9/27 12:21:9,17,42,0
3557824198,2016/9/27 12:29:58,85,17,0
3557824713,2016/9/27 12:38:33,17,62,0
3557825056,2016/9/27 12:44:16,20,61,0
3557825567,2016/9/27 12:52:47,447,21,0
3557825878,2016/9/27 12:57:58,53,18,0
3557831307,2016/9/27 14:28:27,52,18,0
3557833066,2016/9/27 14:57:46,40,16,0
3557836754,2016/9/27 15:59:14,42,19,0
3557839149,2016/9/27 16:39:9,48,17,0
