Clock,2016/9/11,2016/9/12,2016/9/13,2016/9/14,2016/9/15,2016/9/16,2016/9/17,All,Average
0,2.180562,2.161724,2.282446,0,3.529593,3.258184,0,13.41251,2.682502
1,2.055635,1.986863,2.175188,0,3.297857,3.10391,0,12.61945,2.523891
2,1.940844,1.861043,2.0604,0,3.232385,2.931142,0,12.02581,2.405163
3,1.895188,1.749679,2.001059,0,2.950434,2.74066,0,11.33702,2.267404
4,1.794694,1.656424,1.961565,0,2.771917,2.425415,0,10.61001,2.122003
5,1.680335,1.586502,1.884254,0,2.721874,2.201838,0,10.0748,2.014961
6,1.591542,0,1.832024,0,2.695176,2.04802,0,8.166763,2.041691
7,1.624295,0,2.158345,0,3.030578,2.26503,0,9.078248,2.269562
8,1.771461,0,5.225001,0,5.130687,5.357019,0,17.48417,4.371042
9,1.803197,5.900032,7.344848,0,7.837756,8.171131,0,31.05696,6.211393
10,1.98244,6.398556,6.697153,0,9.425125,8.009348,0,32.51262,6.502524
11,3.316373,6.350295,7.372088,0,8.563722,0,0,25.60248,6.400619
12,6.597944,4.58419,6.661702,0,8.878202,0,0,26.72204,6.68051
13,8.758947,4.118328,5.694067,0,9.868583,0,0,28.43992,7.109981
14,9.087477,4.058486,4.741886,0,9.747884,0,0,27.63573,6.908933
15,7.876256,5.944355,3.547225,0,8.90419,0,0,26.27203,6.568007
16,6.7135,7.331565,2.777861,0,7.63944,0,0,24.46237,6.115591
17,6.740678,7.108266,2.489761,0,6.412138,0,0,22.75084,5.687711
18,6.209884,6.023555,2.389818,0,5.564362,0,0,20.18762,5.046905
19,4.509717,4.327842,0,0,4.757467,0,0,13.59503,4.531675
20,3.53776,3.511588,0,0,4.295383,0,0,11.34473,3.781577
21,3.001088,3.009055,0,3.705965,3.917242,0,0,13.63335,3.408337
22,2.638837,2.686744,0,3.483709,3.613346,0,0,12.42264,3.105659
23,2.355717,2.450212,0,3.57591,3.38447,0,0,11.76631,2.941577
All,91.66437,84.8053,71.29669,10.76558,132.1698,42.5117,0
Average,3.819349,4.038348,3.752457,3.588528,5.507075,3.8647,0
