Clock,2016/9/4,2016/9/5,2016/9/6,2016/9/7,2016/9/8,2016/9/9,2016/9/10,All,Average
0,0,0,0,0,0,1006.754,1006.982,2013.736,1006.868
1,0,0,0,0,0,1006.511,1006.461,2012.972,1006.486
2,0,0,0,0,0,1006.397,1005.878,2012.275,1006.138
3,0,0,0,0,0,1006.147,1005.069,2011.216,1005.608
4,0,0,0,0,0,1005.709,1004.931,2010.64,1005.32
5,0,0,0,0,0,1006.152,1005.503,2011.655,1005.828
6,0,0,0,0,0,1006.531,1005.538,2012.069,1006.035
7,0,0,0,0,0,1007.121,1006.538,2013.659,1006.83
8,0,0,0,0,0,1007.186,1006.805,2013.992,1006.996
9,0,0,0,0,0,1007.666,1006.658,2014.325,1007.162
10,0,0,0,0,0,1007.633,1006.982,2014.615,1007.308
11,0,0,0,0,0,1006.832,1006.599,2013.431,1006.715
12,0,0,0,0,0,1006.939,1006.58,2013.519,1006.76
13,0,0,0,0,1005.692,1006.195,1005.578,3017.465,1005.822
14,0,0,0,0,1005.35,1005.438,1004.988,3015.776,1005.259
15,0,0,0,0,1005.088,1005.545,1004.743,3015.377,1005.126
16,0,0,0,0,1005.178,1005.708,1005.375,3016.261,1005.42
17,0,0,0,0,1005.132,1005.948,1005.381,3016.461,1005.487
18,0,0,0,0,1005.205,1006.417,1005.342,3016.965,1005.655
19,0,0,0,0,1005.92,1007.004,1005.695,3018.618,1006.206
20,0,0,0,0,1006.499,1006.697,1005.915,3019.11,1006.37
21,0,0,0,0,1007.293,1007.24,1006.609,3021.142,1007.047
22,0,0,0,0,1007.418,1007.011,1006.908,3021.337,1007.112
23,0,0,0,0,1006.885,1007.729,1006.419,3021.033,1007.011
All,0,0,0,0,11065.66,24158.51,24143.48
Average,0,0,0,0,1005.969,1006.605,1005.978
