Clock,2016/9/4,2016/9/5,2016/9/6,2016/9/7,2016/9/8,2016/9/9,2016/9/10,All,Average
0,0,0,0,0,0,0.98,0.98,1.96,0.98
1,0,0,0,0,0,1.129231,0.98,2.109231,1.054615
2,0,0,0,0,0,0.98,0.98,1.96,0.98
3,0,0,0,0,0,0.98,0.98,1.96,0.98
4,0,0,0,0,0,1.054615,1.129231,2.183846,1.091923
5,0,0,0,0,0,0.98,0.98,1.96,0.98
6,0,0,0,0,0,26.36917,19.36833,45.7375,22.86875
7,0,0,0,0,0,346.6031,105.8446,452.4477,226.2238
8,0,0,0,0,0,367.5631,353.5146,721.0777,360.5388
9,0,0,0,0,0,813.0238,798.2246,1611.248,805.6242
10,0,0,0,0,0,850.5854,920.1477,1770.733,885.3665
11,0,0,0,0,0,724.0408,976.8638,1700.905,850.4523
12,0,0,0,0,0,987.3038,1178.185,2165.488,1082.744
13,0,0,0,0,511.9625,1091.797,1738.356,3342.116,1114.039
14,0,0,0,0,614.7018,153.0192,1390.851,2158.572,719.5239
15,0,0,0,0,504.2062,124.4731,1061.748,1690.427,563.4756
16,0,0,0,0,321.3692,96.52846,433.2923,851.1899,283.73
17,0,0,0,0,259.3908,64.45333,315.9183,639.7624,213.2541
18,0,0,0,0,82.48231,16.97769,135.6677,235.1277,78.3759
19,0,0,0,0,0.98,0.98,1.354615,3.314615,1.104872
20,0,0,0,0,8.303333,0.98,0.98,10.26333,3.421111
21,0,0,0,0,0.98,0.98,0.98,2.94,0.98
22,0,0,0,0,0.98,0.98,0.98,2.94,0.98
23,0,0,0,0,0.98,0.98,0.98,2.94,0.98
All,0,0,0,0,2306.336,5673.742,9439.285
Average,0,0,0,0,209.6669,236.4059,393.3035
