Clock,2016/10/2,2016/10/3,2016/10/4,2016/10/5,2016/10/6,2016/10/7,2016/10/8,All,Average
0,0,0,0.98,0,,,,0.98,0.98
1,0,0,0.98,0,,,,0.98,0.98
2,0,0,0.98,0,,,,0.98,0.98
3,0,0,1.054615,0,,,,1.054615,1.054615
4,0,0,0.98,0,,,,0.98,0.98
5,0,0,0.98,0,,,,0.98,0.98
6,0,0,12.47154,0,,,,12.47154,12.47154
7,0,0,118.3877,0,,,,118.3877,118.3877
8,0,0,246.9946,0,,,,246.9946,246.9946
9,0,0,305.34,0,,,,305.34,305.34
10,0,0,0,0,,,,0
11,0,0,0,0,,,,0
12,0,0,0,0,,,,0
13,0,0,0,0,,,,0
14,0,0,0,0,,,,0
15,0,0,0,0,,,,0
16,0,0,0,0,,,,0
17,0,405.0292,0,0,,,,405.0292,405.0292
18,0,33.20385,0,0,,,,33.20385,33.20385
19,0,0.98,0,0,,,,0.98,0.98
20,0,0.98,0,0,,,,0.98,0.98
21,0,0.98,0,,,,,0.98,0.98
22,0,0.98,0,,,,,0.98,0.98
23,0,0.98,0,,,,,0.98,0.98
All,0,443.133,689.1485,0,0,0,0
Average,0,63.30472,68.91485,0,0,0,0
