Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,0.98,9.198333,0.98,0.98,0,0,0.98,13.11833,2.623667
1,1.054615,6.537692,0.98,0.98,0,0,0.98,10.53231,2.106462
2,1.060833,0.98,0.98,0.98,0,0,0.98,4.980833,0.9961667
3,0.98,0.98,0.98,0.98,0,0,0.98,4.9,0.98
4,0.98,0.98,0.98,0.98,0,0,0,3.92,0.98
5,1.060833,0.98,0.98,0.98,0,0,0,4.000833,1.000208
6,40.56769,31.55154,3.531538,17.82333,0,0,0,93.4741,23.36853
7,611.2523,547.6269,33.20417,270.5823,0,0,0,1462.666,365.6664
8,1122.821,1165.941,41.84154,910.4577,0,0,0,3241.061,810.2652
9,1720.702,1734.131,54.98846,1521.033,0,0,0,5030.855,1257.714
10,1664.287,1133.715,76.905,1976.562,0,1458.985,0,6310.455,1262.091
11,1476.111,1077.148,93.74923,2525.392,0,1834.284,0,7006.684,1401.337
12,1129.808,1156.475,139.3477,1792.292,0,1313.926,0,5531.848,1106.37
13,794.5469,1056.941,320.6123,2000.525,0,1195.162,0,5367.787,1073.557
14,726.5631,1059.871,577.1483,1444.335,0,982.7969,0,4790.714,958.1429
15,649.7383,636.3438,341.8723,959.1338,0,1552.358,0,4139.446,827.8892
16,415.2646,364.8585,252.6292,775.9162,0,1096.078,0,2904.747,580.9494
17,219.95,204.0269,81.95615,875,0,379.2838,0,1760.217,352.0434
18,91.34538,20.50833,12.84769,0,0,38.1675,0,162.8689,40.71723
19,0.98,1.054615,0.98,0,0,0.98,0,3.994615,0.9986538
20,1.060833,0.98,0.98,0,0,0.98,0,4.000833,1.000208
21,0.98,0.98,0.98,0,0,1.054615,,3.994615,0.9986538
22,0.98,0.98,0.98,0,0,0.98,,3.92,0.98
23,2.181538,0.98,1.060833,0,0,0.98,,5.202372,1.300593
All,10675.26,10213.77,2041.494,15074.93,0,9856.016,3.92
Average,444.8023,425.5737,85.06227,837.4962,0,704.0012,0.98
