Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,1007.036,1003.795,990.8208,1000.232,0,0,1010.396,5012.28,1002.456
1,1006.815,1003.476,989.0592,999.8469,0,0,1009.652,5008.849,1001.77
2,1006.197,1002.792,986.88,1000.322,0,0,1009,5005.191,1001.038
3,1005.693,1002.39,985.43,1000.658,0,0,1010.03,5004.201,1000.84
4,1005.738,1001.326,984.5323,1000.832,0,0,0,3992.427,998.1068
5,1005.371,1001.461,982.9154,1001.551,0,0,0,3991.298,997.8244
6,1006.343,1001.02,982.0815,1002.539,0,0,0,3991.984,997.9959
7,1006.573,1001.348,982.6333,1001.984,0,0,0,3992.539,998.1347
8,1007.015,1001.854,982.79,1003.728,0,0,0,3995.386,998.8465
9,1007.573,1001.738,983.0354,1004.121,0,0,0,3996.468,999.1169
10,1007.628,1000.935,984.0025,1004.338,0,1009.638,0,5006.542,1001.308
11,1007.352,1000.642,986.18,1004.451,0,1008.857,0,5007.482,1001.496
12,1006.254,999.0746,987.6938,1003.992,0,1008.531,,5005.545,1001.109
13,1005.755,998.0408,989.28,1003.547,0,1007.602,,5004.225,1000.845
14,1004.482,996.9931,989.6758,1002.716,0,1007.197,,5001.064,1000.213
15,1004.552,995.8215,990.7223,1002.609,0,1006.868,,5000.572,1000.114
16,1004.478,995.6415,992.2085,1002.628,0,1006.915,,5001.87,1000.374
17,1004.498,994.9492,993.0762,1002.485,0,1006.898,,5001.907,1000.381
18,1004.844,994.0533,994.6108,0,0,1007.683,,4001.19,1000.298
19,1005.082,993.9231,996.0158,0,0,1008.252,,4003.274,1000.818
20,1005.641,993.5815,996.3354,0,0,1008.635,,4004.193,1001.048
21,1005.243,993.7162,998.1785,0,0,1009.393,,4006.531,1001.633
22,1005.796,992.9431,999.0538,0,0,1010.163,,4007.956,1001.989
23,1004.205,991.4133,999.9567,0,0,1010.005,,4005.581,1001.395
All,24140.16,23962.93,23747.17,18042.58,0,14116.64,4039.078
Average,1005.84,998.4554,989.4653,1002.365,0,1008.331,1009.77
