Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,27.21462,28.04167,28.46923,28.05462,0,0,27.00692,138.7871,27.75741
1,27.02385,28.00615,28.36231,27.85923,0,0,26.49923,137.7508,27.55015
2,26.86333,28.00769,28.20538,27.66462,0,0,26.4425,137.1835,27.43671
3,26.79769,27.86462,28.08583,27.69167,0,0,26.27571,136.7155,27.3431
4,26.79692,27.885,27.79154,27.78462,0,0,0,110.2581,27.56452
5,26.7975,27.97769,27.67385,27.69769,0,0,0,110.1467,27.53668
6,26.70615,28.01308,27.41154,27.82333,0,0,0,109.9541,27.48853
7,28.96231,29.63154,27.35667,28.67923,0,0,0,114.6297,28.65744
8,33.44538,33.41,27.43154,32.06154,0,0,0,126.3485,31.58712
9,35.83923,34.96083,27.20538,33.87385,0,0,0,131.8793,32.96982
10,36.26769,36.13846,26.9475,35.61231,0,34.44,0,169.406,33.88119
11,36.21154,33.73846,26.85462,38.06,0,35.66615,0,170.5308,34.10615
12,35.33077,33.62154,26.99154,37.37615,0,35.78846,0,169.1085,33.82169
13,34.05,33.28769,27.75077,36.63231,0,34.92692,0,166.6477,33.32954
14,33.00154,33.56,29.89917,35.45154,0,32.98462,0,164.8969,32.97937
15,32.77083,32.66462,30.92,34.08154,0,35.22462,,165.6616,33.13232
16,32.03154,31.76769,30.44615,32.07154,0,34.01077,,160.3277,32.06554
17,30.24077,31.31385,29.82692,31.85,0,31.27308,,154.5046,30.90092
18,29.68154,30.8025,28.93385,0,0,29.4675,,118.8854,29.72135
19,28.51462,29.95769,28.16167,0,0,28.29615,,114.9301,28.73253
20,28.02833,29.71692,27.99231,0,0,27.84846,,113.586,28.39651
21,27.99308,29.23308,28.08846,0,0,27.50769,,112.8223,28.20558
22,28.10385,28.74538,28.15077,0,0,27.34167,,112.3417,28.08542
23,28.00154,28.54083,28.16667,0,0,27.14846,,111.8575,27.96437
All,726.6746,736.887,677.1237,570.3258,0,441.9246,106.2244
Average,30.27811,30.70362,28.21349,31.68476,0,31.56604,26.55609
