Clock,2016/9/18,2016/9/19,2016/9/20,2016/9/21,2016/9/22,2016/9/23,2016/9/24,All,Average
0,0,0,2.898505,3.361038,0,0,3.9115,10.17104,3.390348
1,0,0,2.849398,3.378953,0,0,3.785457,10.01381,3.337936
2,0,0,2.819579,3.367902,0,0,3.556405,9.743886,3.247962
3,0,0,2.813106,3.306088,0,0,3.30741,9.426605,3.142202
4,0,0,2.877828,3.254168,0,0,3.143921,9.275917,3.091972
5,0,0,2.937434,3.184035,0,0,3.042737,9.164205,3.054735
6,0,0,2.908024,3.040586,0,0,2.960825,8.909435,2.969812
7,0,0,2.952638,3.111132,0,0,3.415115,9.478885,3.159628
8,0,0,3.231934,4.217976,0,0,6.564303,14.01421,4.671405
9,0,0,4.917533,4.189832,0,0,9.182869,18.29023,6.096745
10,0,0,8.66585,4.823352,0,0,12.10255,25.59175,8.530583
11,0,0,9.356529,6.606781,0,0,10.13029,26.0936,8.697868
12,0,0,8.966249,9.4661,0,0,9.545123,27.97747,9.325824
13,0,0,7.191686,8.223419,0,0,10.16157,25.57668,8.52556
14,0,0,6.996856,7.378205,0,0,10.9368,25.31186,8.437288
15,0,0,7.656528,7.223474,0,9.015473,9.842058,33.73753,8.434383
16,0,0,7.304014,0,0,8.057197,8.439488,23.8007,7.933566
17,0,5.42077,6.801948,0,0,7.437891,7.313751,26.97436,6.74359
18,0,4.812761,5.642305,0,4.584378,6.09518,5.987846,27.12247,5.424494
19,0,4.157292,4.918559,0,4.138107,5.234452,4.800627,23.24904,4.649807
20,0,3.779779,4.594065,0,3.749263,4.796113,4.291093,21.21031,4.242063
21,0,3.519579,4.158178,0,0,4.534076,3.927483,16.13932,4.034829
22,0,3.325821,3.755019,0,0,4.276765,3.584819,14.94242,3.735606
23,0,3.033522,3.586079,0,0,4.047393,3.30659,13.97358,3.493396
All,0,28.04952,120.7998,78.13304,12.47175,53.49454,147.2406
Average,0,4.007075,5.033327,4.883315,4.157249,5.943838,6.135027
