Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,3.108324,3.408915,2.924647,1.121015,0,0,2.403846,12.96675,2.59335
1,2.959381,3.274266,2.751584,1.070384,0,0,2.25826,12.31388,2.462775
2,2.844886,3.434246,2.597943,1.028959,0,0,2.090148,11.99618,2.399237
3,2.760614,3.203577,2.464726,0.9713261,0,0,2.16461,11.56485,2.31297
4,2.68051,3.09104,2.249211,0.9235646,0,0,0,8.944326,2.236081
5,2.61237,3.026436,2.078924,0.8787742,0,0,0,8.596505,2.149126
6,2.486234,2.976556,1.910567,0.8230764,0,0,0,8.196433,2.049108
7,2.794233,3.336273,1.789922,0.8001581,0,0,0,8.720586,2.180146
8,5.951572,5.746018,1.731357,1.251378,0,0,0,14.68033,3.670082
9,9.56179,8.196031,1.660951,3.88962,0,0,0,23.30839,5.827098
10,11.30273,10.24951,1.606841,6.891468,0,8.666968,0,38.71752,7.743503
11,11.91632,8.562933,1.55351,10.44522,0,9.803487,0,42.28147,8.456294
12,11.25214,8.508215,1.50489,11.30225,0,10.689,0,43.2565,8.651299
13,9.807621,8.438795,1.502728,10.584,0,10.02332,0,40.35647,8.071294
14,8.527899,8.554163,1.785078,9.825417,0,8.313951,0,37.00651,7.401302
15,8.054381,7.948916,2.13445,8.66357,0,9.484857,0,36.28617,7.257235
16,7.422572,7.055941,2.18437,6.90008,0,9.259956,0,32.82292,6.564584
17,6.085947,6.057816,2.059074,6.464804,0,6.867172,0,27.53481,5.506963
18,5.313396,5.169536,1.838328,0,0,5.222812,0,17.54407,4.386018
19,4.48687,4.42172,1.634887,0,0,4.126716,0,14.67019,3.667548
20,4.071976,4.080808,1.484069,0,0,3.562857,0,13.19971,3.299927
21,3.810953,3.714408,1.335088,0,0,3.181631,0,12.04208,3.01052
22,3.789525,3.359295,1.244814,0,0,2.878009,0,11.27164,2.817911
23,3.601535,3.109262,1.180007,0,0,2.598843,0,10.48965,2.622412
All,137.2038,128.9247,45.20797,83.83507,0,94.67957,8.916864
Average,5.716824,5.371861,1.883665,4.657504,0,6.762827,2.229216
