Clock,2016/10/2,2016/10/3,2016/10/4,2016/10/5,2016/10/6,2016/10/7,2016/10/8,All,Average
0,50,1,3,0,,,,54,18
1,45,2,1,2,,,,50,12.5
2,59,1,1,3,,,,64,16
3,39,0,0,0,,,,39,39
4,37,0,3,2,,,,42,14
5,53,2,1,1,,,,57,14.25
6,41,1,2,1,,,,45,11.25
7,39,13,3,13,,,,68,17
8,29,8,4,6,,,,47,11.75
9,20,226,4,7,,,,257,64.25
10,17,119,15,284,,,,435,108.75
11,8,35,8,615,,,,666,166.5
12,7,1,4,0,,,,12,4
13,1,4,1,0,,,,6,2
14,1,4,11,0,,,,16,5.333333
15,1,4,2,0,,,,7,2.333333
16,1,2,1,0,,,,4,1.333333
17,2,3,0,0,,,,5,2.5
18,3,1,0,0,,,,4,2
19,1,3,1,0,,,,5,1.666667
20,0,1,56,0,,,,57,28.5
21,2,5,1,0,,,,8,2.666667
22,0,2,2,0,,,,4,2
23,2,3,0,0,,,,5,2.5
All,458,441,124,934,0,0,0
Average,20.81818,20.04545,6.2,93.4,0,0,0
