Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,3.534912,3.716509,3.345178,1.503525,0,0,3.048683,15.14881,3.029761
1,3.335982,3.595314,3.123071,1.406947,0,0,2.803536,14.26485,2.85297
2,3.175413,3.794525,2.927672,1.333866,0,0,2.599408,13.83088,2.766177
3,3.053446,3.45388,2.782149,1.277872,0,0,2.635632,13.20298,2.640596
4,2.993463,3.373975,2.526188,1.218333,0,0,0,10.11196,2.52799
5,2.918857,3.311483,2.321688,1.134032,0,0,0,9.686061,2.421515
6,2.780886,3.313957,2.136073,1.095821,0,0,0,9.326736,2.331684
7,3.887696,4.804383,2.011619,1.30759,0,0,0,12.01129,3.002822
8,8.507091,10.65266,2.015382,4.115929,0,0,0,25.29106,6.322766
9,32.81746,23.37632,1.943659,14.11517,0,0,0,72.25262,18.06315
10,22.84277,23.05158,1.900967,29.92148,0,15.30737,0,93.02416,18.60483
11,20.16432,13.64218,1.879169,48.26399,0,17.10522,0,101.0549,20.21098
12,18.41718,15.8963,1.890333,41.0677,0,17.36257,0,94.63409,18.92682
13,14.72121,17.04178,2.135545,36.85902,0,15.66709,0,86.42464,17.28493
14,12.34366,17.84532,3.750524,20.91201,0,12.01189,0,66.86341,13.37268
15,11.44533,14.60933,4.540134,15.91728,0,20.57269,0,67.08477,13.41695
16,10.00127,11.71643,4.174051,11.96975,0,16.92008,0,54.78158,10.95632
17,7.62127,9.269045,3.532306,12.1183,0,10.60618,0,43.1471,8.62942
18,6.842302,7.21587,2.796612,0,0,7.463683,0,24.31847,6.079617
19,5.262598,5.755039,2.296641,0,0,5.45608,0,18.77036,4.69259
20,4.585212,5.19616,2.046269,0,0,4.569647,0,16.39729,4.099322
21,4.261086,4.502146,1.872198,0,0,4.013744,0,14.64917,3.662293
22,4.244909,3.945505,1.72044,0,0,3.612827,0,13.52368,3.38092
23,3.978312,3.611782,1.615578,0,0,3.26269,0,12.46836,3.11709
All,213.7366,216.6915,61.28345,245.5386,0,153.9317,11.08726
Average,8.905694,9.028812,2.553477,13.64103,0,10.99512,2.771815
