Clock,2016/9/18,2016/9/19,2016/9/20,2016/9/21,2016/9/22,2016/9/23,2016/9/24,All,Average
0,0,0,26.45167,26.10583,26.45417,26.46333,26.925,132.4,26.48
1,0,0,26.4375,26.28333,26.68,26.15833,26.89167,132.4508,26.49017
2,0,0,26.2975,26.33818,26.45909,26.01182,26.5475,131.6541,26.33082
3,0,0,26.37167,26.205,25.55833,25.85917,26.17167,130.1658,26.03317
4,0,0,26.41636,26.09833,25.65583,25.80833,26.0975,130.0764,26.01527
5,0,0,26.2125,26.0875,25.5625,25.9,26.02636,129.7889,25.95777
6,0,0,26.41083,25.8925,25.37182,26.21455,26.12917,130.0189,26.00377
7,0,0,27.39417,28.01818,26.01417,29.22583,29.3725,140.0248,28.00497
8,0,0,30.0925,33.26154,28.70167,35.255,34.55833,161.869,32.37381
9,0,0,40.21667,32.39333,33.1825,48.60615,47.4025,201.8012,40.36023
10,0,0,48.48333,35.075,39.8075,51.55846,48.88692,223.8112,44.76224
11,0,0,40.58538,43.73846,40.91538,40.13583,37.00667,202.3817,40.47635
12,0,0,36.60167,40.92667,35.29333,38.76333,36.715,188.3,37.66
13,0,0,32.84917,34.31667,35.06,38.7875,38.18538,179.1987,35.83974
14,0,0,33.21583,32.60167,36.4225,35.1975,38.63333,176.0708,35.21417
15,0,0,34.0775,30.94917,31.81083,34.09333,36.175,167.1058,33.42117
16,0,0,33.17833,29.4675,31.04583,32.15333,33.82333,159.6683,31.93367
17,0,29.54625,31.6575,29.55917,31.275,31.525,32.3225,185.8854,30.9809
18,0,28.20583,28.93167,28.17833,27.58667,28.82333,29.5975,171.3233,28.55389
19,0,26.66,27.16083,27.39333,26.92667,27.45083,27.7675,163.3592,27.22653
20,0,26.5075,26.71583,26.75636,26.40545,27.34,27.49833,161.2235,26.87058
21,0,26.52917,26.36727,26.88667,26.70583,27.08333,27.43636,161.0086,26.83477
22,0,26.5025,26.1075,26.64667,26.775,26.9225,27.34167,160.2958,26.71597
23,0,26.26273,26.09917,26.20917,26.53583,26.86545,27.15333,159.1257,26.52095
All,0,190.214,734.3324,715.3886,712.2059,762.2023,764.665
Average,0,27.17343,30.59718,29.80786,29.67525,31.75843,31.86104
