Clock,2016/9/11,2016/9/12,2016/9/13,2016/9/14,2016/9/15,2016/9/16,2016/9/17,All,Average
0,2.739911,2.446802,2.71316,0,4.082044,3.67791,0,15.65983,3.131966
1,2.533891,2.210945,2.55593,0,3.777941,3.483494,0,14.5622,2.91244
2,2.415853,2.052477,2.389355,0,3.642199,3.25301,0,13.7529,2.750579
3,2.326079,1.916191,2.277407,0,3.271847,2.960673,0,12.7522,2.550439
4,2.154939,1.786427,2.240492,0,3.124372,2.636263,0,11.94249,2.388498
5,2.029862,1.691096,2.133542,0,3.080534,2.403814,0,11.33885,2.26777
6,1.92665,0,2.089484,0,3.076527,2.270118,0,9.362779,2.340695
7,2.048554,0,3.629863,0,4.490534,3.316397,0,13.48535,3.371337
8,2.335174,0,8.980305,0,10.70046,8.69391,0,30.70985,7.677463
9,2.460036,8.326772,10.937,0,18.96093,12.19136,0,52.8761,10.57522
10,3.045874,11.08385,10.1772,0,19.87991,12.68001,0,56.86685,11.37337
11,6.492944,10.48757,11.69785,0,13.79756,0,0,42.47593,10.61898
12,12.95183,6.871447,9.689401,0,14.97908,0,0,44.49176,11.12294
13,16.0053,7.209779,7.688804,0,17.07949,0,0,47.98337,11.99584
14,15.10923,7.817456,6.211032,0,15.62913,0,0,44.76684,11.19171
15,11.52741,15.44621,4.453582,0,13.28294,0,0,44.71014,11.17754
16,9.424864,13.64433,3.448713,0,10.3698,0,0,36.8877,9.221926
17,9.708873,13.12724,3.044364,0,8.132039,0,0,34.01251,8.503128
18,8.718027,9.441652,2.886507,0,7.196006,0,0,28.24219,7.060548
19,5.51865,5.730304,0,0,5.68635,0,0,16.9353,5.645101
20,4.138889,4.406181,0,0,4.955665,0,0,13.50073,4.500245
21,3.438612,3.688275,0,4.379159,4.457442,0,0,15.96349,3.990872
22,2.997571,3.214791,0,4.136279,4.114973,0,0,14.46361,3.615903
23,2.66488,2.908243,0,4.206894,3.803248,0,0,13.58326,3.395816
All,134.7139,135.508,99.244,12.72233,201.571,57.56695,0
Average,5.613079,6.452764,5.223368,4.240777,8.398792,5.233359,0
