Clock,2016/9/18,2016/9/19,2016/9/20,2016/9/21,2016/9/22,2016/9/23,2016/9/24,All,Average
0,0,0,1006.427,1010.532,1010.53,1009.898,1008.24,5045.627,1009.125
1,0,0,1006.316,1010.178,1010.854,1009.759,1007.848,5044.955,1008.991
2,0,0,1005.96,1009.818,1010.572,1009.283,1007.378,5043.011,1008.602
3,0,0,1005.899,1009.901,1009.986,1008.938,1006.531,5041.255,1008.251
4,0,0,1005.875,1009.85,1009.655,1008.823,1006.28,5040.482,1008.096
5,0,0,1006.063,1010.179,1010.466,1008.938,1006.675,5042.321,1008.464
6,0,0,1006.918,1010.242,1009.972,1009.186,1006.841,5043.16,1008.632
7,0,0,1007.351,1010.678,1010.239,1008.872,1007.243,5044.384,1008.877
8,0,0,1008.131,1011.634,1010.963,1009.514,1008.401,5048.642,1009.728
9,0,0,1008.332,1012.085,1010.807,1009.69,1008.285,5049.199,1009.84
10,0,0,1008.967,1012.346,1011.263,1009.978,1008.493,5051.048,1010.21
11,0,0,1008.766,1012.062,1011.096,1009.684,1008.167,5049.775,1009.955
12,0,0,1008.521,1011.363,1010.077,1008.627,1006.904,5045.493,1009.099
13,0,0,1008.16,1011.025,1009.343,1008.099,1006.565,5043.192,1008.638
14,0,0,1007.897,1010.605,1008.723,1007.521,1006.03,5040.777,1008.155
15,0,0,1007.933,1010.159,1008.569,1006.827,1005.292,5038.782,1007.756
16,0,0,1007.687,1010.24,1008.773,1006.747,1005.366,5038.812,1007.762
17,0,1004.772,1007.999,1010.338,1008.903,1006.777,1005.526,6044.316,1007.386
18,0,1004.755,1008.776,1010.246,1009.397,1007.469,1005.354,6045.997,1007.666
19,0,1005.367,1009.32,1011.165,1009.871,1007.619,1005.814,6049.156,1008.193
20,0,1006.022,1009.596,1011.543,1010.219,1008.375,1006.378,6052.133,1008.689
21,0,1006.563,1010.254,1012.085,1010.327,1008.584,1006.67,6054.483,1009.08
22,0,1006.459,1010.399,1011.871,1010.343,1008.416,1006.777,6054.265,1009.044
23,0,1006.345,1010.738,1011.363,1010.01,1008.151,1006.587,6053.196,1008.866
All,0,7040.283,24192.29,24261.51,24240.96,24205.78,24163.65
Average,0,1005.755,1008.012,1010.896,1010.04,1008.574,1006.819
