Clock,2016/9/11,2016/9/12,2016/9/13,2016/9/14,2016/9/15,2016/9/16,2016/9/17,All,Average
0,89.72455,90.60417,89.5775,0,85.69917,,,355.6054,88.90134
1,90.2675,91.37417,90.1575,0,86.74167,,,358.5408,89.63521
2,90.835,91.89091,90.73,0,86.91833,,,360.3742,90.09356
3,91.14917,92.34083,91.01833,0,87.794,,,362.3023,90.57558
4,91.65833,92.78333,91.23818,0,88.51182,,,364.1917,91.04792
5,92.18,93.1025,91.66,0,88.76667,,,365.7092,91.42729
6,92.61417,0,91.97,0,88.8975,,,273.4817,91.16056
7,92.42417,0,89.08667,0,86.62917,,,268.14,89.38
8,91.11333,0,79.59833,0,77.65167,,,248.3633,82.78778
9,90.68667,79.34444,74.66833,0,67.88154,,,312.581,78.14525
10,89.72727,75.11833,74.78333,0,64.17167,,,303.8006,75.95015
11,83.45833,74.13083,72.96846,0,68.8025,,,299.3601,74.84003
12,73.64833,79.3875,74.96167,0,68.61917,,,296.6167,74.15417
13,69.13333,80.43917,78.00333,0,66.62385,,,294.1997,73.54992
14,69.17846,79.29,80.94833,0,67.12583,,,296.5426,74.13566
15,71.88083,71.8375,84.24182,0,69.38583,,,297.346,74.3365
16,74.52667,69.93462,86.40583,0,72.86417,,,303.7313,75.93282
17,74.1475,71.37833,88.05667,0,76.17833,,,309.7608,77.44021
18,75.30083,73.735,88.792,0,78.035,,,315.8628,78.96571
19,80.77833,79.86167,0,0,80.77083,,,241.4108,80.47028
20,84.70083,83.6575,0,0,82.75333,,,251.1117,83.70389
21,86.98545,86.03417,0,83.85455,,,,256.8742,85.62472
22,88.55417,87.64182,0,85.2275,,,,261.4235,87.14116
23,89.73417,88.75167,0,85.36917,,,,263.855,87.95167
All,2024.407,1732.638,1608.866,254.4512,1640.822,0,0
Average,84.35031,82.50659,84.67717,84.81707,78.13438,0,0
