Time, Date, Ch1, Ch2, NAE
3556224232,2016/9/9 0:3:52,570,46,0
3556224235,2016/9/9 0:3:55,352,41,0
3556224240,2016/9/9 0:4:0,378,34,0
3556224241,2016/9/9 0:4:1,359,38,0
3556224493,2016/9/9 0:8:13,17,841,0
3556224532,2016/9/9 0:8:52,405,39,0
3556224533,2016/9/9 0:8:53,267,45,0
3556224548,2016/9/9 0:9:8,266,38,0
3556224549,2016/9/9 0:9:9,264,42,0
3556224832,2016/9/9 0:13:52,392,35,0
3556224840,2016/9/9 0:14:0,239,40,0
3556224841,2016/9/9 0:14:1,388,35,0
3556225132,2016/9/9 0:18:52,444,36,0
3556225140,2016/9/9 0:19:0,277,32,0
3556225141,2016/9/9 0:19:1,385,39,0
3556225432,2016/9/9 0:23:52,420,36,0
3556225440,2016/9/9 0:24:0,349,38,0
3556225441,2016/9/9 0:24:1,370,48,0
3556225732,2016/9/9 0:28:52,399,40,0
3556225740,2016/9/9 0:29:0,345,38,0
3556225741,2016/9/9 0:29:1,229,40,0
3556226032,2016/9/9 0:33:52,414,35,0
3556226044,2016/9/9 0:34:4,229,44,0
3556226332,2016/9/9 0:38:52,440,36,0
3556226335,2016/9/9 0:38:55,275,39,0
3556226339,2016/9/9 0:38:59,351,39,0
3556226340,2016/9/9 0:39:0,265,47,0
3556226632,2016/9/9 0:43:52,399,35,0
3556226641,2016/9/9 0:44:1,194,47,0
3556226932,2016/9/9 0:48:52,466,36,0
3556226943,2016/9/9 0:49:3,366,40,0
3556226944,2016/9/9 0:49:4,341,42,0
3556227232,2016/9/9 0:53:52,620,50,0
3556227243,2016/9/9 0:54:3,225,37,0
3556227244,2016/9/9 0:54:4,344,40,0
3556227532,2016/9/9 0:58:52,641,43,0
3556227543,2016/9/9 0:59:3,231,41,0
3556227832,2016/9/9 1:3:52,588,44,0
3556227840,2016/9/9 1:4:0,246,38,0
3556227841,2016/9/9 1:4:1,333,32,0
3556228132,2016/9/9 1:8:52,168,18,0
3556228140,2016/9/9 1:9:0,374,39,0
3556228141,2016/9/9 1:9:1,305,38,0
3556228201,2016/9/9 1:10:1,42,263,0
3556228431,2016/9/9 1:13:51,597,44,0
3556228442,2016/9/9 1:14:2,237,45,0
3556228443,2016/9/9 1:14:3,222,43,0
3556228731,2016/9/9 1:18:51,408,39,0
3556228742,2016/9/9 1:19:2,204,45,0
3556228743,2016/9/9 1:19:3,209,43,0
3556228744,2016/9/9 1:19:4,372,43,0
3556228926,2016/9/9 1:22:6,40,162,0
3556229031,2016/9/9 1:23:51,389,40,0
3556229042,2016/9/9 1:24:2,225,46,0
3556229043,2016/9/9 1:24:3,222,41,0
3556229332,2016/9/9 1:28:52,452,45,0
3556229340,2016/9/9 1:29:0,225,48,0
3556229341,2016/9/9 1:29:1,311,36,0
3556229632,2016/9/9 1:33:52,492,34,0
3556229640,2016/9/9 1:34:0,303,50,0
3556229641,2016/9/9 1:34:1,333,43,0
3556229932,2016/9/9 1:38:52,394,33,0
3556229942,2016/9/9 1:39:2,369,39,0
3556229943,2016/9/9 1:39:3,163,40,0
3556230231,2016/9/9 1:43:51,273,41,0
3556230237,2016/9/9 1:43:57,245,44,0
3556230243,2016/9/9 1:44:3,306,43,0
3556230244,2016/9/9 1:44:4,380,44,0
3556230532,2016/9/9 1:48:52,400,42,0
3556230543,2016/9/9 1:49:3,290,38,0
3556230544,2016/9/9 1:49:4,376,43,0
3556230832,2016/9/9 1:53:52,185,19,0
3556230848,2016/9/9 1:54:8,253,38,0
3556230849,2016/9/9 1:54:9,371,35,0
3556231131,2016/9/9 1:58:51,469,43,0
3556231142,2016/9/9 1:59:2,227,44,0
3556231143,2016/9/9 1:59:3,230,48,0
3556231431,2016/9/9 2:3:51,395,40,0
3556231442,2016/9/9 2:4:2,223,44,0
3556231443,2016/9/9 2:4:3,272,38,0
3556231731,2016/9/9 2:8:51,632,49,0
3556231737,2016/9/9 2:8:57,336,46,0
3556231742,2016/9/9 2:9:2,282,36,0
3556231743,2016/9/9 2:9:3,373,38,0
3556232032,2016/9/9 2:13:52,463,44,0
3556232040,2016/9/9 2:14:0,373,34,0
3556232041,2016/9/9 2:14:1,336,43,0
3556232329,2016/9/9 2:18:49,203,17,0
3556232343,2016/9/9 2:19:3,239,41,0
3556232631,2016/9/9 2:23:51,414,41,0
3556232637,2016/9/9 2:23:57,226,36,0
3556232642,2016/9/9 2:24:2,352,34,0
3556232643,2016/9/9 2:24:3,341,42,0
3556232931,2016/9/9 2:28:51,467,41,0
3556232942,2016/9/9 2:29:2,350,42,0
3556232943,2016/9/9 2:29:3,245,45,0
3556233231,2016/9/9 2:33:51,186,22,0
3556233239,2016/9/9 2:33:59,374,38,0
3556233240,2016/9/9 2:34:0,232,45,0
3556233531,2016/9/9 2:38:51,622,48,0
3556233539,2016/9/9 2:38:59,274,39,0
3556233540,2016/9/9 2:39:0,225,50,0
3556233600,2016/9/9 2:40:0,17,154,0
3556233831,2016/9/9 2:43:51,390,34,0
3556233842,2016/9/9 2:44:2,345,33,0
3556233843,2016/9/9 2:44:3,290,46,0
3556234131,2016/9/9 2:48:51,461,45,0
3556234142,2016/9/9 2:49:2,157,34,0
3556234143,2016/9/9 2:49:3,318,40,0
3556234432,2016/9/9 2:53:52,629,44,0
3556234440,2016/9/9 2:54:0,352,39,0
3556234441,2016/9/9 2:54:1,293,44,0
3556234731,2016/9/9 2:58:51,613,44,0
3556234740,2016/9/9 2:59:0,244,45,0
3556235031,2016/9/9 3:3:51,576,50,0
3556235040,2016/9/9 3:4:0,260,40,0
3556235041,2016/9/9 3:4:1,300,44,0
3556235331,2016/9/9 3:8:51,400,32,0
3556235339,2016/9/9 3:8:59,372,42,0
3556235340,2016/9/9 3:9:0,370,36,0
3556235631,2016/9/9 3:13:51,171,19,0
3556235639,2016/9/9 3:13:59,372,39,0
3556235640,2016/9/9 3:14:0,338,42,0
3556235943,2016/9/9 3:19:3,265,42,0
3556235944,2016/9/9 3:19:4,292,38,0
3556236126,2016/9/9 3:22:6,44,232,0
3556236231,2016/9/9 3:23:51,603,48,0
3556236239,2016/9/9 3:23:59,228,49,0
3556236240,2016/9/9 3:24:0,372,34,0
3556236539,2016/9/9 3:28:59,151,37,0
3556236540,2016/9/9 3:29:0,226,40,0
3556236831,2016/9/9 3:33:51,578,37,0
3556236832,2016/9/9 3:33:52,347,43,0
3556236834,2016/9/9 3:33:54,283,49,0
3556236839,2016/9/9 3:33:59,165,41,0
3556236840,2016/9/9 3:34:0,338,43,0
3556237132,2016/9/9 3:38:52,396,40,0
3556237140,2016/9/9 3:39:0,235,43,0
3556237141,2016/9/9 3:39:1,304,40,0
3556237450,2016/9/9 3:44:10,332,42,0
3556237731,2016/9/9 3:48:51,398,38,0
3556237734,2016/9/9 3:48:54,371,34,0
3556237739,2016/9/9 3:48:59,374,37,0
3556238031,2016/9/9 3:53:51,636,48,0
3556238043,2016/9/9 3:54:3,362,33,0
3556238331,2016/9/9 3:58:51,384,42,0
3556238342,2016/9/9 3:59:2,355,46,0
3556238343,2016/9/9 3:59:3,236,37,0
3556238631,2016/9/9 4:3:51,512,42,0
3556238640,2016/9/9 4:4:0,253,39,0
3556238932,2016/9/9 4:8:52,285,37,0
3556238943,2016/9/9 4:9:3,290,49,0
3556238944,2016/9/9 4:9:4,329,42,0
3556239242,2016/9/9 4:14:2,223,44,0
3556239243,2016/9/9 4:14:3,224,44,0
3556239531,2016/9/9 4:18:51,544,40,0
3556239532,2016/9/9 4:18:52,361,40,0
3556239539,2016/9/9 4:18:59,364,36,0
3556239540,2016/9/9 4:19:0,378,39,0
3556239832,2016/9/9 4:23:52,519,45,0
3556239840,2016/9/9 4:24:0,240,48,0
3556239841,2016/9/9 4:24:1,223,40,0
3556240144,2016/9/9 4:29:4,251,41,0
3556240145,2016/9/9 4:29:5,338,42,0
3556240431,2016/9/9 4:33:51,481,44,0
3556240439,2016/9/9 4:33:59,250,41,0
3556240440,2016/9/9 4:34:0,356,37,0
3556240731,2016/9/9 4:38:51,377,32,0
3556240742,2016/9/9 4:39:2,281,42,0
3556240743,2016/9/9 4:39:3,323,41,0
3556241031,2016/9/9 4:43:51,587,43,0
3556241043,2016/9/9 4:44:3,254,42,0
3556241339,2016/9/9 4:48:59,340,41,0
3556241631,2016/9/9 4:53:51,301,37,0
3556241642,2016/9/9 4:54:2,374,34,0
3556241643,2016/9/9 4:54:3,228,45,0
3556241930,2016/9/9 4:58:50,394,41,0
3556241941,2016/9/9 4:59:1,370,42,0
3556241942,2016/9/9 4:59:2,258,42,0
3556242231,2016/9/9 5:3:51,519,43,0
3556242242,2016/9/9 5:4:2,346,45,0
3556242243,2016/9/9 5:4:3,291,44,0
3556242531,2016/9/9 5:8:51,430,43,0
3556242537,2016/9/9 5:8:57,250,47,0
3556242547,2016/9/9 5:9:7,233,48,0
3556242831,2016/9/9 5:13:51,447,42,0
3556242842,2016/9/9 5:14:2,207,35,0
3556242843,2016/9/9 5:14:3,229,41,0
3556243131,2016/9/9 5:18:51,259,39,0
3556243140,2016/9/9 5:19:0,362,42,0
3556243348,2016/9/9 5:22:28,463,16,0
3556243431,2016/9/9 5:23:51,466,39,0
3556243442,2016/9/9 5:24:2,284,42,0
3556243443,2016/9/9 5:24:3,362,43,0
3556243739,2016/9/9 5:28:59,273,37,0
3556243740,2016/9/9 5:29:0,236,39,0
3556244030,2016/9/9 5:33:50,452,44,0
3556244038,2016/9/9 5:33:58,370,47,0
3556244039,2016/9/9 5:33:59,370,34,0
3556244166,2016/9/9 5:36:6,15,779,0
3556244177,2016/9/9 5:36:17,18,155,0
3556244342,2016/9/9 5:39:2,371,33,0
3556244343,2016/9/9 5:39:3,260,39,0
3556244630,2016/9/9 5:43:50,260,34,0
3556244641,2016/9/9 5:44:1,370,41,0
3556244642,2016/9/9 5:44:2,344,40,0
3556244931,2016/9/9 5:48:51,385,38,0
3556244939,2016/9/9 5:48:59,230,47,0
3556244940,2016/9/9 5:49:0,342,48,0
3556245230,2016/9/9 5:53:50,568,41,0
3556245241,2016/9/9 5:54:1,228,37,0
3556245242,2016/9/9 5:54:2,228,49,0
3556245531,2016/9/9 5:58:51,597,45,0
3556245539,2016/9/9 5:58:59,339,35,0
3556245540,2016/9/9 5:59:0,337,38,0
3556245831,2016/9/9 6:3:51,458,40,0
3556245842,2016/9/9 6:4:2,219,39,0
3556245843,2016/9/9 6:4:3,343,43,0
3556246131,2016/9/9 6:8:51,537,49,0
3556246142,2016/9/9 6:9:2,261,41,0
3556246143,2016/9/9 6:9:3,265,37,0
3556246201,2016/9/9 6:10:1,24,168,0
3556246375,2016/9/9 6:12:55,233,22,0
3556246431,2016/9/9 6:13:51,458,47,0
3556246441,2016/9/9 6:14:1,200,39,0
3556246442,2016/9/9 6:14:2,315,40,0
3556246730,2016/9/9 6:18:50,393,38,0
3556246736,2016/9/9 6:18:56,227,40,0
3556246741,2016/9/9 6:19:1,234,41,0
3556246742,2016/9/9 6:19:2,336,38,0
3556247030,2016/9/9 6:23:50,194,17,0
3556247032,2016/9/9 6:23:52,486,19,0
3556247039,2016/9/9 6:23:59,388,38,0
3556247303,2016/9/9 6:28:23,234,17,0
3556247330,2016/9/9 6:28:50,431,37,0
3556247342,2016/9/9 6:29:2,381,41,0
3556247475,2016/9/9 6:31:15,523,16,0
3556247630,2016/9/9 6:33:50,389,38,0
3556247641,2016/9/9 6:34:1,326,41,0
3556247642,2016/9/9 6:34:2,329,40,0
3556247825,2016/9/9 6:37:5,461,19,0
3556247930,2016/9/9 6:38:50,435,46,0
3556247939,2016/9/9 6:38:59,365,37,0
3556247941,2016/9/9 6:39:1,229,17,0
3556247977,2016/9/9 6:39:37,196,18,0
3556248170,2016/9/9 6:42:50,706,19,0
3556248218,2016/9/9 6:43:38,375,19,0
3556248231,2016/9/9 6:43:51,472,42,0
3556248242,2016/9/9 6:44:2,314,42,0
3556248243,2016/9/9 6:44:3,305,42,0
3556248351,2016/9/9 6:45:51,558,17,0
3556248530,2016/9/9 6:48:50,453,41,0
3556248538,2016/9/9 6:48:58,342,40,0
3556248539,2016/9/9 6:48:59,299,41,0
3556248718,2016/9/9 6:51:58,477,19,0
3556248824,2016/9/9 6:53:44,404,20,0
3556248830,2016/9/9 6:53:50,622,49,0
3556248838,2016/9/9 6:53:58,353,32,0
3556248839,2016/9/9 6:53:59,310,34,0
3556248860,2016/9/9 6:54:20,198,18,0
3556248956,2016/9/9 6:55:56,2025,15,0
3556248984,2016/9/9 6:56:24,359,19,0
3556249045,2016/9/9 6:57:25,998,19,0
3556249131,2016/9/9 6:58:51,537,43,0
3556249134,2016/9/9 6:58:54,255,41,0
3556249135,2016/9/9 6:58:55,592,22,0
3556249139,2016/9/9 6:58:59,227,45,0
3556249140,2016/9/9 6:59:0,278,36,0
3556249271,2016/9/9 7:1:11,254,21,0
3556249344,2016/9/9 7:2:24,585,18,0
3556249430,2016/9/9 7:3:50,426,34,0
3556249446,2016/9/9 7:4:6,356,41,0
3556249447,2016/9/9 7:4:7,363,35,0
3556249730,2016/9/9 7:8:50,609,44,0
3556249738,2016/9/9 7:8:58,336,41,0
3556249739,2016/9/9 7:8:59,313,41,0
3556249764,2016/9/9 7:9:24,490,18,0
3556249901,2016/9/9 7:11:41,1040,20,0
3556249961,2016/9/9 7:12:41,177,19,0
3556250014,2016/9/9 7:13:34,644,21,0
3556250031,2016/9/9 7:13:51,587,47,0
3556250040,2016/9/9 7:14:0,221,50,0
3556250104,2016/9/9 7:15:4,332,16,0
3556250330,2016/9/9 7:18:50,456,38,0
3556250336,2016/9/9 7:18:56,255,49,0
3556250341,2016/9/9 7:19:1,222,41,0
3556250342,2016/9/9 7:19:2,241,37,0
3556250630,2016/9/9 7:23:50,374,35,0
3556250638,2016/9/9 7:23:58,226,45,0
3556250639,2016/9/9 7:23:59,218,40,0
3556250909,2016/9/9 7:28:29,1256,16,0
3556250930,2016/9/9 7:28:50,627,50,0
3556250938,2016/9/9 7:28:58,279,37,0
3556250939,2016/9/9 7:28:59,345,37,0
3556250991,2016/9/9 7:29:51,255,18,0
3556251096,2016/9/9 7:31:36,191,19,0
3556251118,2016/9/9 7:31:58,161,20,0
3556251200,2016/9/9 7:33:20,336,20,0
3556251228,2016/9/9 7:33:48,440,17,0
3556251230,2016/9/9 7:33:50,345,45,0
3556251239,2016/9/9 7:33:59,328,35,0
3556251240,2016/9/9 7:34:0,254,43,0
3556251424,2016/9/9 7:37:4,189,20,0
3556251530,2016/9/9 7:38:50,583,45,0
3556251533,2016/9/9 7:38:53,294,45,0
