Clock,2016/9/18,2016/9/19,2016/9/20,2016/9/21,2016/9/22,2016/9/23,2016/9/24,All,Average
0,8.328595,7.485741,7.095025,6.493158,7.889585,6.336148,5.935368,49.56362,7.080517
1,8.32956,7.597386,7.10486,6.508978,7.810149,6.264825,5.939022,49.55478,7.079254
2,8.254016,7.604468,7.089397,6.509505,7.7417,6.28477,5.940052,49.42391,7.060558
3,8.230234,7.57889,7.100424,6.499404,7.652337,6.25963,5.898235,49.21915,7.031308
4,8.298859,7.568226,7.114511,6.509976,7.470022,6.257918,5.828224,49.04774,7.006819
5,8.147198,7.564484,7.064428,6.52148,7.378924,6.253404,5.803033,48.73295,6.96185
6,8.124537,7.573947,7.039231,6.635623,7.334519,6.254678,5.862057,48.82459,6.974942
7,8.133936,7.659358,7.144645,7.199494,7.368742,6.1892,6.11985,49.81522,7.116461
8,8.074903,7.797153,7.409447,8.326043,7.380951,6.405931,6.741847,52.13627,7.448039
9,8.164891,7.963882,7.825497,-3.323018e+7,7.500758,6.707351,7.341322,45.5037,7.58395
10,8.299892,7.992632,8.288293,-3.318605e+7,7.617739,6.936694,7.474752,46.61,7.768334
11,8.579325,8.161331,8.605011,10.12189,7.56475,7.145253,7.202084,57.37965,8.197093
12,8.938586,8.057293,8.543593,12.01124,7.517321,6.99003,6.846806,58.90487,8.414981
13,8.767966,8.019582,8.296477,11.54679,7.654231,6.90286,6.667258,57.85517,8.265024
14,8.579593,7.900591,8.033068,10.5649,7.914762,6.721424,6.43174,56.14608,8.020869
15,8.620665,7.709967,7.772419,9.635638,7.847346,6.075912,6.179051,53.841,7.691571
16,8.513474,7.616704,7.529594,9.210137,7.603897,5.825817,6.062634,52.36226,7.480322
17,8.235647,7.553288,7.252294,8.964005,7.282627,6.107723,5.97298,51.36856,7.338366
18,8.092174,7.467881,7.049279,-3.319676e+7,7.072193,6.41375,5.778448,41.87372,6.978954
19,7.985241,7.299859,6.945672,8.868843,6.906316,6.371184,5.720047,50.09716,7.156737
20,7.768675,7.184129,6.833344,8.677097,6.758762,6.22282,5.677099,49.12193,7.017418
21,7.640339,7.143397,6.803264,8.533916,6.624111,6.148938,5.57339,48.46736,6.923908
22,7.548863,7.123268,6.763246,8.344212,6.481736,6.076355,5.504566,47.84225,6.834607
23,7.424554,7.0833,6.61112,8.051122,6.397029,5.952206,5.471136,46.99047,6.712924
All,197.0817,182.7068,177.3141,175.7335,176.7705,153.1048,147.971
Average,8.211738,7.612781,7.388089,8.36826,7.365438,6.379368,6.165458
