Clock,2016/9/11,2016/9/12,2016/9/13,2016/9/14,2016/9/15,2016/9/16,2016/9/17,All,Average
0,0,0,0,0,0,70.94727,71.47583,142.4231,71.21155
1,0,0,0,0,0,71.09167,71.53917,142.6308,71.31542
2,0,0,0,0,0,71.49667,71.535,143.0317,71.51583
3,0,0,0,0,0,71.75667,71.82083,143.5775,71.78875
4,0,0,0,0,0,71.9025,71.94545,143.848,71.92398
5,0,0,0,0,0,72.19727,72.16167,144.3589,72.17947
6,0,0,0,0,0,72.015,71.89333,143.9083,71.95417
7,0,0,0,0,0,70.8375,70.8925,141.73,70.865
8,0,0,0,0,0,70.755,69.32,140.075,70.0375
9,0,0,0,69.92,0,69.92417,66.3475,206.1917,68.73056
10,0,0,0,0,0,69.0625,61.07182,130.1343,65.06716
11,0,0,0,0,0,67.22727,59.48167,126.7089,63.35447
12,0,0,0,0,0,67.09083,62.13333,129.2242,64.61208
13,0,0,0,0,66.05,67.29583,62.38833,195.7342,65.24472
14,0,0,0,0,66.35167,67.14667,61.355,194.8533,64.95111
15,0,0,0,0,66.60917,67.05417,,133.6633,66.83167
16,0,0,0,0,66.98417,67.84364,,134.8278,67.4139
17,0,0,0,0,67.29,68.58667,,135.8767,67.93833
18,0,0,0,0,68.17455,69.46833,,137.6429,68.82144
19,0,0,0,0,68.84083,69.9875,,138.8283,69.41417
20,0,0,0,0,69.41333,70.64583,,140.0592,70.02958
21,0,0,0,0,70.0825,71.21917,,141.3017,70.65083
22,0,0,0,0,70.40833,71.19909,,141.6074,70.80371
23,0,0,0,0,70.78417,71.455,,142.2392,71.11958
All,0,0,0,69.92,750.9887,1678.206,1015.361
Average,0,0,0,69.92,68.2717,69.92526,67.69076
