Clock,2016/10/2,2016/10/3,2016/10/4,2016/10/5,2016/10/6,2016/10/7,2016/10/8,All,Average
0,1016.438,1014.68,1007.13,,,,,3038.248,1012.749
1,1016.176,1014.902,1007.385,,,,,3038.463,1012.821
2,1016.101,1014.015,1007.492,,,,,3037.608,1012.536
3,1016.279,1013.641,1007.226,,,,,3037.146,1012.382
4,1015.823,1013.812,1007.676,,,,,3037.311,1012.437
5,1016.072,1013.557,1008.335,,,,,3037.963,1012.654
6,1017.253,1014.427,1009.095,,,,,3040.776,1013.592
7,1017.089,1013.881,1009.292,,,,,3040.262,1013.421
8,1017.348,1013.937,1009.923,,,,,3041.208,1013.736
9,1016.954,1013.217,1009.475,,,,,3039.646,1013.215
10,1015.804,1012.443,1008.796,,,,,3037.043,1012.348
11,1015.04,1011.798,1008.925,,,,,3035.762,1011.921
12,1014.257,1010.741,,,,,,2024.998,1012.499
13,1014.492,1010.342,,,,,,2024.833,1012.417
14,1014.403,1010.198,,,,,,2024.601,1012.3
15,1014.15,1009.12,,,,,,2023.27,1011.635
16,1014.418,1009.363,,,,,,2023.782,1011.891
17,1015.186,1008.501,,,,,,2023.687,1011.843
18,1015.838,1008.695,,,,,,2024.533,1012.267
19,1016.295,1009.442,,,,,,2025.737,1012.869
20,1016.423,1008.991,,,,,,2025.413,1012.707
21,1016.318,1007.742,,,,,,2024.06,1012.03
22,1015.941,1007.187,,,,,,2023.128,1011.564
23,1015.683,1007.05,,,,,,2022.733,1011.367
All,24379.78,24271.68,12100.75,0,0,0,0
Average,1015.824,1011.32,1008.396,0,0,0,0
