Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,25.69818,27.23091,0,0,27.99545,27.7575,26.57545,135.2575,27.0515
1,25.73417,27.18583,0,0,28,27.70818,26.66333,135.2915,27.0583
2,25.68417,27.16167,0,0,28.01083,27.61,26.695,135.1617,27.03233
3,25.65,27.1175,0,0,28.01833,27.4725,26.73167,134.99,26.998
4,25.65417,27.115,0,0,28,27.335,26.71583,134.82,26.964
5,25.66727,27.09167,0,0,27.99833,27.26333,26.66455,134.6852,26.93703
6,25.85333,27.25273,0,0,28.00636,27.31182,26.61667,135.0409,27.00818
7,26.425,27.71667,0,0,28.10917,27.58833,26.69583,136.535,27.307
8,27.4175,28.5675,0,0,28.1525,27.3575,27.2225,138.7175,27.7435
9,29.31833,29.65083,0,0,28.47667,29.24,27.89333,144.5792,28.91583
10,32.8775,29.71917,0,0,29.61167,30.46583,28.35917,151.0333,30.20667
11,35.52909,30.06667,0,0,30.71917,31.67167,28.09182,156.0784,31.21568
12,33.01,33.36833,0,0,30.67818,31.12917,27.79583,155.9815,31.1963
13,33.06583,30.35273,0,0,31.89167,29.45182,27.66833,152.4304,30.48608
14,32.07583,28.49833,0,0,31.42917,28.04583,28.22833,148.2775,29.6555
15,30.80833,28.025,0,0,30.41417,27.47083,27.995,144.7133,28.94267
16,29.84083,28.64417,0,29.48,29.48417,27.015,27.29333,171.7575,28.62625
17,29.18167,28.62,0,29.27417,28.8225,26.75417,27.01364,169.6661,28.27769
18,28.75636,28.60667,0,29.07727,28.5,26.57083,26.89083,168.402,28.06699
19,28.315,28.559,0,28.88583,28.25636,26.33182,26.79,167.138,27.85634
20,27.9075,0,0,28.6825,28.07417,26.17833,26.7275,137.57,27.514
21,27.64,0,0,28.45333,27.99083,26.12,26.7025,136.9067,27.38133
22,27.3875,0,0,28.15583,27.88333,26.16,26.68455,136.2712,27.25424
23,27.25,0,0,28.00667,27.74333,26.41,,109.41,27.3525
All,686.7476,570.5504,0,230.0156,692.2664,666.4195,624.715
Average,28.61448,28.52752,0,28.75195,28.84443,27.76748,27.16152
