Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,77.05455,73.28,0,0,70.32273,67.9175,62.48364,351.0584,70.21168
1,76.9125,73.49833,0,0,71.08,67.02909,62.67,351.1899,70.23798
2,76.85167,73.4775,0,0,71.42,66.78083,62.84083,351.3708,70.27417
3,76.8175,73.5875,0,0,71.74167,66.48917,62.9275,351.5633,70.31267
4,76.7725,73.7225,0,0,72.2775,66.12667,63.025,351.9242,70.38483
5,76.69818,73.86833,0,0,72.47083,65.73417,63.22909,352.0006,70.40012
6,76.4825,73.90636,0,0,72.76727,65.31455,63.48,351.9507,70.39014
7,75.89667,73.96,0,0,72.535,63.93917,63.65333,349.9842,69.99683
8,74.7575,73.71917,0,0,72.4375,61.65667,63.10833,345.6792,69.13583
9,72.2825,71.67417,0,0,72.07417,55.53833,62.2575,333.8267,66.76533
10,67.30417,70.53083,0,0,70.44333,53.455,61.4775,323.2108,64.64217
11,61.09,69.34417,0,0,68.13083,47.14333,61.61909,307.3274,61.46548
12,61.305,63.79667,0,0,68.08455,44.25667,62.12,299.5629,59.91258
13,62.205,55.61182,0,0,65.5125,45.85636,62.57917,291.7648,58.35297
14,63.24167,55.43667,0,0,65.15917,50.64,62.3225,296.8,59.36
15,64.80833,60.53083,0,0,66.385,53.57417,62.18667,307.485,61.497
16,66.29417,63.4875,0,65.84,67.44083,55.68167,63.3575,382.1017,63.68361
17,67.53333,65.10417,0,65.32333,68.32333,57.22583,64.11,387.62,64.60333
18,68.73273,66.48167,0,65.23273,68.95833,58.675,64.53333,392.6138,65.43563
19,69.64583,67.167,0,65.50917,69.46182,59.75273,64.83167,396.3682,66.06137
20,70.67917,0,0,66.45333,69.81333,60.7525,64.7775,332.4758,66.49517
21,71.60333,0,0,67.31583,69.52583,61.7975,64.8375,335.08,67.016
22,72.52,0,0,68.4675,68.94917,62.10167,64.84909,336.8874,67.37748
23,72.935,0,0,69.38167,68.61167,62.24667,,273.175,68.29375
All,1700.424,1372.185,0,533.5236,1673.926,1419.685,1453.277
Average,70.85099,68.60926,0,66.69045,69.74693,59.15355,63.18595
