Clock,2016/9/25,2016/9/26,2016/9/27,2016/9/28,2016/9/29,2016/9/30,2016/10/1,All,Average
0,730.4673,675.8691,0,0,716.53,689.045,670.6309,3482.542,696.5085
1,708.17,544.8408,0,0,682.9408,676.4918,645.0992,3257.543,651.5085
2,699.7867,511.0692,0,0,631.1842,676.025,638.265,3156.33,631.266
3,712.9725,578.3692,0,0,573.0792,674.235,633.7075,3172.363,634.4727
4,717.935,670.3283,0,0,559.4883,673.5842,630.6158,3251.952,650.3903
5,731.6218,705.1592,0,0,586.3458,675.2908,630.4164,3328.834,665.7668
6,892.9842,888.9382,0,0,637.9618,710.8482,652.3433,3783.076,756.6151
7,1201.089,1069.987,0,0,671.305,815.9975,708.4958,4466.874,893.3748
8,1822.591,1736.735,0,0,701.4158,1218.83,816.5675,6296.139,1259.228
9,3707.356,2613.36,0,0,792.48,7281.816,919.6758,15314.69,3062.937
10,18936.51,1173.665,0,0,1422.933,1591.552,923.3383,24048,4809.601
11,8577.588,2355.629,0,0,1185.547,2461.423,867.0091,15447.2,3089.439
12,2827.555,2236.651,0,0,1269.355,2229.979,809.1617,9372.701,1874.54
13,2459.064,1628.195,0,0,1360.757,1617.542,816.2425,7881.801,1576.36
14,1739.013,1451.578,0,0,1086.588,1182.128,986.2458,6445.553,1289.111
15,1254.638,1014.648,0,0,818.685,923.9908,768.3925,4780.354,956.0708
16,912.3525,919.1883,0,45.9,742.1867,822.3458,700.8164,4142.79,690.4649
17,741.9433,805.5808,0,707.7642,691.7317,778.1583,,3725.178,745.0357
18,719.3718,733.8033,0,699.3082,624.2683,717.0408,,3493.793,698.7585
19,0.98,40.432,0,54.77083,0.98,66.67364,,163.8365,32.76729
20,0.98,0,0,54.36333,0.98,67.21917,,123.5425,30.88562
21,0.98,0,0,22.86917,0.98,68.03333,,92.8625,23.21563
22,0.98,0,0,0.98,0.98,12.12833,,15.06833,3.767083
23,66.32833,0,0,68.03667,0.98,64.29333,,199.6383,49.90958
All,50163.26,22354.03,0,1653.992,15759.68,26694.67,12817.02
Average,2090.136,1117.701,0,206.749,656.6535,1112.278,753.9426
