Clock,2016/9/11,2016/9/12,2016/9/13,2016/9/14,2016/9/15,2016/9/16,2016/9/17,All,Average
0,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
1,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
2,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
3,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
4,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
5,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
6,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
7,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
8,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
9,0,0,0,40999.98,0,40999.98,40999.98,122999.9,40999.98
10,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
11,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
12,0,0,0,0,0,40999.98,40999.98,81999.96,40999.98
13,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
14,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
15,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
16,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
17,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
18,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
19,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
20,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
21,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
22,0,0,0,0,40999.98,40999.98,40999.98,122999.9,40999.98
23,0,0,0,0,40999.98,40999.98,,81999.96,40999.98
All,0,0,0,40999.98,450999.8,983999.5,942999.5
Average,0,0,0,40999.98,40999.98,40999.98,40999.98
