Clock,2016/9/11,2016/9/12,2016/9/13,2016/9/14,2016/9/15,2016/9/16,2016/9/17,All,Average
0,0,0,0,0,0,7.48314,7.37047,14.85361,7.426805
1,0,0,0,0,0,7.474558,7.380247,14.8548,7.427402
2,0,0,0,0,0,7.348807,7.384388,14.7332,7.366598
3,0,0,0,0,0,7.264667,7.271932,14.5366,7.268299
4,0,0,0,0,0,7.224489,7.243141,14.46763,7.233815
5,0,0,0,0,0,7.147498,7.182651,14.33015,7.165075
6,0,0,0,0,0,7.268567,7.419697,14.68826,7.344132
7,0,0,0,0,0,7.471043,8.0492,15.52024,7.760122
8,0,0,0,0,0,7.40274,9.039353,16.44209,8.221047
9,0,0,0,7.503221,0,8.143135,11.18613,26.83249,8.944162
10,0,0,0,0,0,8.647072,15.61938,24.26645,12.13323
11,0,0,0,0,0,9.087085,15.68808,24.77516,12.38758
12,0,0,0,0,0,8.547131,13.02195,21.56909,10.78454
13,0,0,0,0,8.856519,8.542129,13.25819,30.65683,10.21894
14,0,0,0,0,8.752399,8.907787,14.09478,31.75497,10.58499
15,0,0,0,0,8.622023,8.473057,12.64928,29.74436,9.914785
16,0,0,0,0,8.489493,8.276715,11.55366,28.31987,9.439956
17,0,0,0,0,8.322411,7.957858,10.50909,26.78936,8.929786
18,0,0,0,0,7.99293,7.83481,9.57388,25.40162,8.467207
19,0,0,0,0,7.774211,7.718658,8.88708,24.37995,8.12665
20,0,0,0,0,7.621479,7.527784,8.555918,23.70518,7.901727
21,0,0,0,0,7.556181,7.353552,8.400034,23.30977,7.769922
22,0,0,0,0,7.524841,7.386244,8.320456,23.23154,7.743847
23,0,0,0,0,7.470555,7.32433,8.221532,23.01642,7.672139
All,0,0,0,7.503221,88.98304,187.8129,237.8805
Average,0,0,0,7.503221,8.089368,7.825536,9.911688
