Time, Date, Ch1, Ch2, NAE
3556178425,2016/9/8 11:20:25,149,26,0
3556178426,2016/9/8 11:20:26,133,31,0
3556178428,2016/9/8 11:20:28,131,25,0
3556178430,2016/9/8 11:20:30,140,22,0
3556178434,2016/9/8 11:20:34,126,24,0
3556178435,2016/9/8 11:20:35,303,49,0
3556178436,2016/9/8 11:20:36,225,41,0
3556178725,2016/9/8 11:25:25,182,45,0
3556178731,2016/9/8 11:25:31,135,34,0
3556178735,2016/9/8 11:25:35,248,43,0
3556179026,2016/9/8 11:30:26,154,28,0
3556179028,2016/9/8 11:30:28,175,38,0
3556179030,2016/9/8 11:30:30,130,28,0
3556179032,2016/9/8 11:30:32,132,30,0
3556179033,2016/9/8 11:30:33,158,28,0
3556179034,2016/9/8 11:30:34,163,33,0
3556179037,2016/9/8 11:30:37,179,30,0
3556179533,2016/9/8 11:38:53,15,4222,0
3556179927,2016/9/8 11:45:27,162,40,0
3556180226,2016/9/8 11:50:26,192,24,0
3556180525,2016/9/8 11:55:25,185,33,0
3556186945,2016/9/8 13:42:25,555,20,0
3556186955,2016/9/8 13:42:35,144,21,0
3556187245,2016/9/8 13:47:25,553,20,0
3556187253,2016/9/8 13:47:33,145,19,0
3556187546,2016/9/8 13:52:26,380,17,0
3556187554,2016/9/8 13:52:34,187,22,0
3556187845,2016/9/8 13:57:25,387,21,0
3556187856,2016/9/8 13:57:36,181,20,0
3556188145,2016/9/8 14:2:25,386,19,0
3556188445,2016/9/8 14:7:25,395,21,0
3556188453,2016/9/8 14:7:33,163,23,0
3556188745,2016/9/8 14:12:25,538,19,0
3556188753,2016/9/8 14:12:33,151,23,0
3556189045,2016/9/8 14:17:25,269,19,0
3556189064,2016/9/8 14:17:44,183,20,0
3556189065,2016/9/8 14:17:45,180,22,0
3556189345,2016/9/8 14:22:25,388,23,0
3556189353,2016/9/8 14:22:33,150,23,0
3556189354,2016/9/8 14:22:34,164,22,0
3556189645,2016/9/8 14:27:25,468,17,0
3556189656,2016/9/8 14:27:36,171,19,0
3556189657,2016/9/8 14:27:37,137,19,0
3556189785,2016/9/8 14:29:45,163,26,0
3556189945,2016/9/8 14:32:25,281,18,0
3556189956,2016/9/8 14:32:36,151,23,0
3556190245,2016/9/8 14:37:25,549,26,0
3556190256,2016/9/8 14:37:36,152,23,0
3556190257,2016/9/8 14:37:37,144,21,0
3556190258,2016/9/8 14:37:38,140,26,0
3556191448,2016/9/8 14:57:28,512,28,0
3556191459,2016/9/8 14:57:39,155,19,0
3556191460,2016/9/8 14:57:40,179,24,0
3556191747,2016/9/8 15:2:27,523,24,0
3556191755,2016/9/8 15:2:35,141,26,0
3556192048,2016/9/8 15:7:28,442,24,0
3556192056,2016/9/8 15:7:36,168,25,0
3556192057,2016/9/8 15:7:37,130,21,0
3556192348,2016/9/8 15:12:28,481,23,0
3556192356,2016/9/8 15:12:36,147,22,0
3556192648,2016/9/8 15:17:28,454,28,0
3556192659,2016/9/8 15:17:39,134,27,0
3556192660,2016/9/8 15:17:40,181,21,0
3556192835,2016/9/8 15:20:35,210,26,0
3556192948,2016/9/8 15:22:28,243,26,0
3556192956,2016/9/8 15:22:36,187,30,0
3556192958,2016/9/8 15:22:38,153,29,0
3556193248,2016/9/8 15:27:28,430,21,0
3556193256,2016/9/8 15:27:36,147,24,0
3556193257,2016/9/8 15:27:37,178,22,0
3556193547,2016/9/8 15:32:27,421,27,0
3556193555,2016/9/8 15:32:35,173,24,0
3556193556,2016/9/8 15:32:36,145,28,0
3556193847,2016/9/8 15:37:27,439,24,0
3556193856,2016/9/8 15:37:36,147,26,0
3556193857,2016/9/8 15:37:37,136,22,0
3556194147,2016/9/8 15:42:27,235,24,0
3556194156,2016/9/8 15:42:36,183,23,0
3556194447,2016/9/8 15:47:27,989,32,0
3556194451,2016/9/8 15:47:31,188,24,0
3556194458,2016/9/8 15:47:38,583,24,0
3556194459,2016/9/8 15:47:39,634,25,0
3556194460,2016/9/8 15:47:40,279,23,0
3556194748,2016/9/8 15:52:28,1255,26,0
3556194749,2016/9/8 15:52:29,582,21,0
3556194756,2016/9/8 15:52:36,142,23,0
3556194757,2016/9/8 15:52:37,1190,20,0
3556194758,2016/9/8 15:52:38,1208,21,0
3556194759,2016/9/8 15:52:39,1217,23,0
3556194760,2016/9/8 15:52:40,1254,24,0
3556194761,2016/9/8 15:52:41,1218,20,0
3556194762,2016/9/8 15:52:42,1304,22,0
3556194763,2016/9/8 15:52:43,1240,23,0
3556195047,2016/9/8 15:57:27,1005,28,0
3556195049,2016/9/8 15:57:29,119,27,0
3556195055,2016/9/8 15:57:35,479,25,0
3556195056,2016/9/8 15:57:36,449,23,0
3556195057,2016/9/8 15:57:37,251,20,0
3556195347,2016/9/8 16:2:27,989,24,0
3556195355,2016/9/8 16:2:35,611,24,0
3556195356,2016/9/8 16:2:36,187,21,0
3556195357,2016/9/8 16:2:37,248,25,0
3556195647,2016/9/8 16:7:27,1178,27,0
3556195659,2016/9/8 16:7:39,509,22,0
3556195660,2016/9/8 16:7:40,512,25,0
3556195661,2016/9/8 16:7:41,531,22,0
3556195947,2016/9/8 16:12:27,1104,22,0
3556195958,2016/9/8 16:12:38,429,26,0
3556195959,2016/9/8 16:12:39,513,23,0
3556195960,2016/9/8 16:12:40,239,27,0
3556196248,2016/9/8 16:17:28,1238,26,0
3556196256,2016/9/8 16:17:36,293,22,0
3556196267,2016/9/8 16:17:47,495,27,0
3556196268,2016/9/8 16:17:48,477,24,0
3556196269,2016/9/8 16:17:49,520,21,0
3556196548,2016/9/8 16:22:28,1058,27,0
3556196556,2016/9/8 16:22:36,562,21,0
3556196557,2016/9/8 16:22:37,566,22,0
3556196558,2016/9/8 16:22:38,246,22,0
3556196848,2016/9/8 16:27:28,945,25,0
3556196859,2016/9/8 16:27:39,572,29,0
3556196860,2016/9/8 16:27:40,500,24,0
3556196861,2016/9/8 16:27:41,244,22,0
3556197148,2016/9/8 16:32:28,1287,25,0
3556197156,2016/9/8 16:32:36,411,24,0
3556197157,2016/9/8 16:32:37,330,31,0
3556197158,2016/9/8 16:32:38,236,22,0
3556197447,2016/9/8 16:37:27,1249,24,0
3556197454,2016/9/8 16:37:34,528,20,0
3556197455,2016/9/8 16:37:35,168,28,0
3556197456,2016/9/8 16:37:36,532,26,0
3556197457,2016/9/8 16:37:37,238,27,0
3556197747,2016/9/8 16:42:27,1333,22,0
3556197755,2016/9/8 16:42:35,333,24,0
3556197756,2016/9/8 16:42:36,571,27,0
3556198047,2016/9/8 16:47:27,1302,24,0
3556198058,2016/9/8 16:47:38,450,21,0
3556198059,2016/9/8 16:47:39,496,22,0
3556198060,2016/9/8 16:47:40,223,21,0
3556198347,2016/9/8 16:52:27,934,24,0
3556198357,2016/9/8 16:52:37,409,29,0
3556198358,2016/9/8 16:52:38,219,21,0
3556198359,2016/9/8 16:52:39,566,25,0
3556198360,2016/9/8 16:52:40,237,20,0
3556198648,2016/9/8 16:57:28,1069,25,0
3556198659,2016/9/8 16:57:39,505,23,0
3556198660,2016/9/8 16:57:40,571,22,0
3556198661,2016/9/8 16:57:41,562,24,0
3556198947,2016/9/8 17:2:27,1289,21,0
3556198954,2016/9/8 17:2:34,469,21,0
3556198955,2016/9/8 17:2:35,524,23,0
3556198956,2016/9/8 17:2:36,454,23,0
3556198957,2016/9/8 17:2:37,235,30,0
3556199247,2016/9/8 17:7:27,1269,26,0
3556199258,2016/9/8 17:7:38,568,23,0
3556199259,2016/9/8 17:7:39,473,23,0
3556199260,2016/9/8 17:7:40,488,23,0
3556199547,2016/9/8 17:12:27,1046,24,0
3556199554,2016/9/8 17:12:34,552,23,0
3556199555,2016/9/8 17:12:35,516,22,0
3556199556,2016/9/8 17:12:36,509,22,0
3556199557,2016/9/8 17:12:37,241,20,0
3556199847,2016/9/8 17:17:27,1001,23,0
3556199855,2016/9/8 17:17:35,482,20,0
3556199856,2016/9/8 17:17:36,405,23,0
3556199857,2016/9/8 17:17:37,244,23,0
3556200148,2016/9/8 17:22:28,1288,27,0
3556200157,2016/9/8 17:22:37,582,21,0
3556200158,2016/9/8 17:22:38,482,18,0
3556200159,2016/9/8 17:22:39,493,23,0
3556200160,2016/9/8 17:22:40,238,21,0
3556200448,2016/9/8 17:27:28,1309,27,0
3556200455,2016/9/8 17:27:35,551,24,0
3556200456,2016/9/8 17:27:36,214,26,0
3556200457,2016/9/8 17:27:37,534,22,0
3556200458,2016/9/8 17:27:38,268,23,0
3556200747,2016/9/8 17:32:27,1197,23,0
3556200758,2016/9/8 17:32:38,523,26,0
3556200759,2016/9/8 17:32:39,554,21,0
3556200760,2016/9/8 17:32:40,271,24,0
3556201047,2016/9/8 17:37:27,996,26,0
3556201055,2016/9/8 17:37:35,155,25,0
3556201056,2016/9/8 17:37:36,223,24,0
3556201086,2016/9/8 17:38:6,48,185,0
3556201418,2016/9/8 17:43:38,28,151,0
3556201661,2016/9/8 17:47:41,18,366,0
3556201805,2016/9/8 17:50:5,540,39,0
3556201816,2016/9/8 17:50:16,361,36,0
3556201817,2016/9/8 17:50:17,235,29,0
3556202108,2016/9/8 17:55:8,680,42,0
3556202119,2016/9/8 17:55:19,308,26,0
3556202120,2016/9/8 17:55:20,288,30,0
3556202121,2016/9/8 17:55:21,265,30,0
3556202275,2016/9/8 17:57:55,189,24,0
3556202408,2016/9/8 18:0:8,446,27,0
3556202419,2016/9/8 18:0:19,272,33,0
3556202420,2016/9/8 18:0:20,217,34,0
3556202708,2016/9/8 18:5:8,459,29,0
3556202715,2016/9/8 18:5:15,294,35,0
3556202716,2016/9/8 18:5:16,287,27,0
3556202717,2016/9/8 18:5:17,213,34,0
3556203008,2016/9/8 18:10:8,598,50,0
3556203018,2016/9/8 18:10:18,243,32,0
3556203019,2016/9/8 18:10:19,227,28,0
3556203020,2016/9/8 18:10:20,342,33,0
3556203308,2016/9/8 18:15:8,623,41,0
3556203318,2016/9/8 18:15:18,296,30,0
3556203319,2016/9/8 18:15:19,326,36,0
3556203320,2016/9/8 18:15:20,300,33,0
3556203607,2016/9/8 18:20:7,601,34,0
3556203616,2016/9/8 18:20:16,315,41,0
3556203617,2016/9/8 18:20:17,343,31,0
3556203908,2016/9/8 18:25:8,580,42,0
3556203916,2016/9/8 18:25:16,341,35,0
3556203917,2016/9/8 18:25:17,241,32,0
3556203918,2016/9/8 18:25:18,294,36,0
3556204207,2016/9/8 18:30:7,436,27,0
3556204215,2016/9/8 18:30:15,345,32,0
3556204216,2016/9/8 18:30:16,212,28,0
3556204508,2016/9/8 18:35:8,621,39,0
3556204518,2016/9/8 18:35:18,344,38,0
3556204519,2016/9/8 18:35:19,352,33,0
3556204520,2016/9/8 18:35:20,326,46,0
3556204808,2016/9/8 18:40:8,590,37,0
3556204811,2016/9/8 18:40:11,326,35,0
3556204819,2016/9/8 18:40:19,315,39,0
3556204820,2016/9/8 18:40:20,217,31,0
3556205108,2016/9/8 18:45:8,632,46,0
3556205115,2016/9/8 18:45:15,340,42,0
3556205116,2016/9/8 18:45:16,341,28,0
3556205117,2016/9/8 18:45:17,220,30,0
3556205407,2016/9/8 18:50:7,313,23,0
3556205418,2016/9/8 18:50:18,206,32,0
3556205419,2016/9/8 18:50:19,244,37,0
3556205708,2016/9/8 18:55:8,461,39,0
3556205718,2016/9/8 18:55:18,267,27,0
3556205719,2016/9/8 18:55:19,285,35,0
3556205720,2016/9/8 18:55:20,330,38,0
3556206007,2016/9/8 19:0:7,635,36,0
3556206014,2016/9/8 19:0:14,356,37,0
3556206015,2016/9/8 19:0:15,346,32,0
3556206016,2016/9/8 19:0:16,366,45,0
3556206307,2016/9/8 19:5:7,210,21,0
3556206317,2016/9/8 19:5:17,234,30,0
3556206318,2016/9/8 19:5:18,332,35,0
3556206319,2016/9/8 19:5:19,233,31,0
3556206607,2016/9/8 19:10:7,448,40,0
3556206611,2016/9/8 19:10:11,343,29,0
3556206615,2016/9/8 19:10:15,275,29,0
3556206616,2016/9/8 19:10:16,222,21,0
3556206617,2016/9/8 19:10:17,364,43,0
3556206908,2016/9/8 19:15:8,190,25,0
3556206919,2016/9/8 19:15:19,371,41,0
3556206920,2016/9/8 19:15:20,335,32,0
3556207208,2016/9/8 19:20:8,542,33,0
3556207215,2016/9/8 19:20:15,373,39,0
3556207216,2016/9/8 19:20:16,230,28,0
3556207217,2016/9/8 19:20:17,291,28,0
3556207507,2016/9/8 19:25:7,463,37,0
3556207509,2016/9/8 19:25:9,242,28,0
3556207516,2016/9/8 19:25:16,239,39,0
3556207517,2016/9/8 19:25:17,218,32,0
3556207807,2016/9/8 19:30:7,515,31,0
3556207816,2016/9/8 19:30:16,250,33,0
3556207817,2016/9/8 19:30:17,381,41,0
3556208108,2016/9/8 19:35:8,571,41,0
3556208116,2016/9/8 19:35:16,257,42,0
3556208117,2016/9/8 19:35:17,271,28,0
3556208407,2016/9/8 19:40:7,636,33,0
3556208414,2016/9/8 19:40:14,278,40,0
3556208415,2016/9/8 19:40:15,271,40,0
3556208416,2016/9/8 19:40:16,381,50,0
3556208707,2016/9/8 19:45:7,595,49,0
3556208718,2016/9/8 19:45:18,377,39,0
3556208719,2016/9/8 19:45:19,264,25,0
3556208720,2016/9/8 19:45:20,307,25,0
3556209007,2016/9/8 19:50:7,720,44,0
3556209014,2016/9/8 19:50:14,253,28,0
3556209015,2016/9/8 19:50:15,374,44,0
3556209016,2016/9/8 19:50:16,384,40,0
3556209307,2016/9/8 19:55:7,654,48,0
3556209314,2016/9/8 19:55:14,366,39,0
3556209315,2016/9/8 19:55:15,267,25,0
3556209316,2016/9/8 19:55:16,243,29,0
3556209607,2016/9/8 20:0:7,670,48,0
3556209614,2016/9/8 20:0:14,241,33,0
3556209615,2016/9/8 20:0:15,381,37,0
3556209616,2016/9/8 20:0:16,238,26,0
3556209907,2016/9/8 20:5:7,694,45,0
3556209914,2016/9/8 20:5:14,378,47,0
3556209915,2016/9/8 20:5:15,253,27,0
3556209916,2016/9/8 20:5:16,329,31,0
3556210208,2016/9/8 20:10:8,558,30,0
3556210219,2016/9/8 20:10:19,361,42,0
3556210220,2016/9/8 20:10:20,239,33,0
3556210221,2016/9/8 20:10:21,357,44,0
3556210507,2016/9/8 20:15:7,654,35,0
3556210514,2016/9/8 20:15:14,287,38,0
3556210515,2016/9/8 20:15:15,393,47,0
3556210516,2016/9/8 20:15:16,349,43,0
3556210807,2016/9/8 20:20:7,558,32,0
3556210814,2016/9/8 20:20:14,269,24,0
3556210815,2016/9/8 20:20:15,256,37,0
3556210816,2016/9/8 20:20:16,286,36,0
3556211107,2016/9/8 20:25:7,662,45,0
3556211117,2016/9/8 20:25:17,248,27,0
3556211118,2016/9/8 20:25:18,272,41,0
3556211119,2016/9/8 20:25:19,347,41,0
3556211407,2016/9/8 20:30:7,519,37,0
3556211417,2016/9/8 20:30:17,243,42,0
3556211418,2016/9/8 20:30:18,374,43,0
3556211419,2016/9/8 20:30:19,330,34,0
3556211715,2016/9/8 20:35:15,342,33,0
3556211716,2016/9/8 20:35:16,315,38,0
3556212007,2016/9/8 20:40:7,737,39,0
3556212014,2016/9/8 20:40:14,264,27,0
3556212015,2016/9/8 20:40:15,327,43,0
3556212016,2016/9/8 20:40:16,333,28,0
3556212307,2016/9/8 20:45:7,624,45,0
3556212317,2016/9/8 20:45:17,360,44,0
3556212318,2016/9/8 20:45:18,245,22,0
3556212319,2016/9/8 20:45:19,379,43,0
3556212607,2016/9/8 20:50:7,552,46,0
3556212617,2016/9/8 20:50:17,243,38,0
3556212618,2016/9/8 20:50:18,251,29,0
3556212619,2016/9/8 20:50:19,268,29,0
3556212907,2016/9/8 20:55:7,573,35,0
3556212914,2016/9/8 20:55:14,381,46,0
3556212915,2016/9/8 20:55:15,374,44,0
3556212916,2016/9/8 20:55:16,305,32,0
3556213207,2016/9/8 21:0:7,632,40,0
3556213214,2016/9/8 21:0:14,244,33,0
3556213215,2016/9/8 21:0:15,287,37,0
3556213216,2016/9/8 21:0:16,381,42,0
3556213507,2016/9/8 21:5:7,622,41,0
3556213517,2016/9/8 21:5:17,242,27,0
3556213518,2016/9/8 21:5:18,344,39,0
3556213519,2016/9/8 21:5:19,314,27,0
3556213807,2016/9/8 21:10:7,721,47,0
3556213826,2016/9/8 21:10:26,348,46,0
3556213827,2016/9/8 21:10:27,239,26,0
